"","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study","socio_human","socio_biotic","socio_physical","human_biotic"
"145","Climate change and forest diseases: using today's knowledge to address future challenges","Sturrock, R. N.","The health of the earth's forests and urban green spaces is increasingly challenged by the outcomes of human activities, including global climate change. As climate changes, the role and impact of diseases on trees in both forest ecosystems and in urban settings will also change. Knowledge of relationships between climate variables and diseases affecting forest and urban trees is reviewed, with specific emphasis on those affecting foliage, shoots, and stems. Evidence that forest diseases are already responding to the earth's changing climate is examined (e.g., Dothistroma needle blight in northern British Columbia) as are predicted scenarios for future changes in impact on forests by other tree diseases. Outbreaks of tree diseases caused by native and alien pathogens are predicted to become more frequent and intense - this and other general predictions about the effects of climate change on forest and tree diseases are discussed. Despite the uncertainty that accompanies such predictions it is imperative that researchers, forest and urban tree managers, and policy makers work together to develop and implement management strategies that enhance the resilience of the worlds' forests and urbanized trees. Strategies discussed include monitoring, forecasting, planning, and mitigation.",2012,"AUG","Forest Systems","21","2","329-336","WOS:000307036800018","10.5424/fs/2012212-02230","","#11750","Sturrock 2012","","Biotic; Original study; Potentially relevant",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"146","Glacial stream ecosystems and epilithic algal communities under a warming climate","Sudlow, K.; Tremblay, S. S.; Vinebrooke, R. D.","Climate change is accelerating the global loss of glaciers with potentially striking consequences for downstream ecosystems. However, there exists limited evidence of the ecological impacts of glacier loss in meltwater streams, particularly in those outside of North America and Europe. We provide a review of the abiotic conditions in glacial streams that are potential factors of their ecosystem function and biodiversity with an emphasis on their key primary producers, namely rock-attached algae or """"epilithon"""". Here, shrinking glaciers discharge over time less turbidmelt waters, resulting in slowermoving and more transparent stream conditions that are also warmer and more chemically dilute. We hypothesize that these environmental changeswill stimulate epilithic algal growth while also shifting its community structure towards larger and less nutritious taxa. Although such an increase in algal growth may benefit the productive harvestable fish capacity of certain mountain streams, a potential negative trade-off involves the proliferation of nuisance algae (e.g., Didymosphenia geminata), which thrives under clear, nutrient-poor mountain conditions. We advocate the use of long-term ecological monitoring programs and experiments coordinated across global mountain ranges to better predict and understand the ecological consequences of loss of glaciers on mountain stream ecosystems.",2023,"SEP","Environmental Reviews","31","3","471-483","WOS:000970740800001","10.1139/er-2022-0114","","#11776","Sudlow 2023","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"147","Global Climate Change Impacts on Pacific Islands Terrestrial Biodiversity: a review","Taylor, S.; Kumar, L.","The islands of the Pacific region hold three of the 35 global biodiversity hotspots with large numbers of endemic species. Global climate change will exacerbate the challenges faced by the biodiversity of this region. In this review, we identify trends in characteristics for 305 terrestrial species threatened by climate change and severe weather according to the International Union for Conservation of Nature and Natural Resources (IUCN). We then review the literature on observed and potential impacts of climate change on terrestrial biodiversity, focusing on the species' characteristics that were identified. High-elevation ecosystems such as cloud montane forests are projected to disappear entirely by the year 2100, with corresponding global losses of their endemic biodiversity. Sea level rise threatens restricted range species on small low-lying atolls. Shifts in distribution may be possible for generalist species, but range shifts will be difficult for species with small distributions, specialized habitat requirements, slow dispersal rates, and species at high elevations. Accurate assessments of climate change impacts on biodiversity of the region are difficult because of confusion about nomenclature, the many species unknown to science, the lack of baseline data on species' ecology and distributions, and lack of fine resolution elevation data for very small islands. Furthermore, synergistic interactions of climate change with other threats like habitat loss and invasive species have not been comprehensively assessed. Addressing these knowledge gaps will be difficult for Pacific island nations due to limited financial resources and expertise.",2016,"MAR","Tropical Conservation Science","9","1","203-223","WOS:000373295900011","10.1177/194008291600900111","","#12005","Taylor 2016","Anna LoPresti (2024-08-27 06:00:08)(Select): clear include. review, discusses climate change impacts on flow of migratory species (biotic) and sea level rise impacting biodiversity (biophysical). includes examples of island to island movements which in the pacific islands is transboundary; ","Biotic; save for other sections",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"148","Tick Control in a Connected World: Challenges, Solutions, and Public Policy from a United States Border Perspective","Tiffin, H. S.; Rajotte, E. G.; Sakamoto, J. M.; Machtinger, E. T.","Ticks are able to transmit the highest number of pathogen species of any blood-feeding arthropod and represent a growing threat to public health and agricultural systems worldwide. While there are numerous and varied causes and effects of changes to tick-borne disease (re)emergence, three primary challenges to tick control were identified in this review from a U.S. borders perspective. (1) Climate change is implicated in current and future alterations to geographic ranges and population densities of tick species, pathogens they can transmit, and their host and reservoir species, as highlighted by Ixodes scapularis and its expansion across southern Canada. (2) Modern technological advances have created an increasingly interconnected world, contributing to an increase in invasive tick species introductions through the increased speed and frequency of trade and travel. The introduction of the invasive Haemaphysalis longicornis in the eastern U.S. exemplifies the challenges with control in a highly interconnected world. (3) Lastly, while not a new challenge, differences in disease surveillance, control, and management strategies in bordering countries remains a critical challenge in managing ticks and tick-borne diseases. International inter-agency collaborations along the U.S.-Mexico border have been critical in control and mitigation of cattle fever ticks (Rhipicephalus spp.) and highlight the need for continued collaboration and research into integrated tick management strategies. These case studies were used to identify challenges and opportunities for tick control and mitigation efforts through a One Health framework.",2022,"NOV","TROPICAL MEDICINE AND INFECTIOUS DISEASE","7","11","","WOS:000910786600001","10.3390/tropicalmed7110388","","#12156","Tiffin 2022","Anabel Kinsey (2024-10-22 07:46:30)(Select): Figure 2 shows 2 explicitly transboundary tick invasions. While there is a focus on interventions, this is a great review of tick movement in NA. ; ","Biotic; Intervention; Potentially relevant",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"149","The Importance of Physiological Limits in Determining Biogeographical Range Shifts due to Global Climate Change: The Heat-Shock Response","Tomanek, L.","Physiological processes that set an organism's thermal limits are in part determining recent shifts in biogeographic distribution ranges due to global climate change. Several characteristics of the heat-shock response (HSR), such as the onset, maximal, and upper limit of heat-shock protein (Hsp) synthesis, contribute to setting the acute upper thermal limits of most organisms. Aquatic animals from stable, moderately variable, or highly variable thermal environments differ in their HSR. Some animals living in extremely stable thermal environments lack the response altogether. In contrast, rocky intertidal animals that experience highly variable thermal conditions start synthesizing Hsps, that is, the onset of synthesis, below the highest temperatures that they experience. Thus, these organisms experience thermal conditions in their environment that are close to the upper thermal limits in which they can defend themselves against cellular thermal insults by employing the HSR. Subtidal animals are characterized by moderately variable thermal environments, and their cells start synthesizing Hsps above the highest temperatures that they experience. The upper thermal limits against which they can defend themselves are thus much higher than the highest body temperatures they currently experience. Furthermore, the ability to acclimate to changing thermal conditions seems greatest among animals from moderately variable environments and limited in animals from stable and highly variable environments. Thus, these findings suggest that organisms with the narrowest (stenothermal) and the widest (highly eurythermal) temperature tolerance ranges live closest to their thermal limits and have a limited ability to acclimate, suggesting that they will be most affected by global climate change.",2008,"NOV-DEC","Physiological and Biochemical Zoology","81","6","709-717","WOS:000260547400002","10.1086/590163","","#12200","Tomanek 2008","Dayo Osinubi (2024-08-09 08:42:35)(Select): A review of heat stress response in determining range shift in marine snail species. No specific mention of North America, but the study was focused on the temperate region and author is based in California. Relevant to animal range shift discussion.; ","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"150","The increasing threat to European forests from the invasive foliar pine pathogen, Lecanosticta acicola","Tubby, K.; Adamcikova, K.; Adamson, K.; Akiba, M.; Barnes, I.; Boron, P.; Bragança, H.; Bulgakov, T.; Burgdorf, N.; Capretti, P.; Cech, T.; Cleary, M.; Davydenko, K.; Drenkhan, R.; Elvira-Recuenco, M.; Enderle, R.; Gardner, J.; Geogieva, M.; Ghelardini, L.; Husson, C.; Iturritxa, E.; Markovskaja, S.; Mesanza, N.; Ogris, N.; Oskay, F.; Piskur, B.; Queloz, V.; Raitelaityte, K.; Raposo, R.; Soukainen, M.; Strasser, L.; Vahalík, P.; Vester, M.; Mullett, M.","European forests are threatened by increasing numbers of invasive pests and pathogens. Over the past century, Lecanosticta acicola, a foliar pathogen predominantly of Pinus spp., has expanded its range globally, and is increasing in impact. Lecanosticta acicola causes brown spot needle blight, resulting in premature defoliation, reduced growth, and mortality in some hosts. Originating from southern regions of North American, it devastated forests in the USA's southern states in the early twentieth century, and in 1942 was discovered in Spain.Derived from Euphresco project 'Brownspotrisk,' this study aimed to establish the current distribution of Lecanosticta species, and assess the risks of L. acicola to European forests. Pathogen reports from the literature, and new/ unpublished survey data were combined into an open-access geo-database (http://www.portaloff orestpathology.com), and used to visualise the pathogen's range, infer its climatic tolerance, and update its host range. Lecanosticta species have now been recorded in 44 countries, mostly in the northern hemisphere. The type species, L. acicola, has increased its range in recent years, and is present in 24 out of the 26 European countries where data were available. Other species of Lecanosticta are largely restricted to Mexico and Central America, and recently Colombia.The geo-database records demonstrate that L. acicola tolerates a wide range of climates across the northern hemisphere, and indicate its potential to colonise Pinus spp. forests across large swathes of the Europe. Pre-liminary analyses suggest L. acicola could affect 62% of global Pinus species area by the end of this century, under climate change predictions.Although its host range appears slightly narrower than the similar Dothistroma species, Lecanosticta species were recorded on 70 host taxa, mostly Pinus spp., but including, Cedrus and Picea spp. Twenty-three, including species of critical ecological, environmental and economic significance in Europe, are highly susceptible to L. acicola, suffering heavy defoliation and sometimes mortality. Variation in apparent susceptibility between reports could reflect variation between regions in the hosts' genetic make-up, but could also reflect the signif-icant variation in L. acicola populations and lineages found across Europe. This study served to highlight sig-nificant gaps in our understanding of the pathogen's behaviour.Lecanosticta acicola has recently been downgraded from an A1 quarantine pest to a regulated non quarantine pathogen, and is now widely distributed across Europe. With a need to consider disease management, this study also explored global BSNB strategies, and used Case Studies to summarise the tactics employed to date in Europe.",2023,"MAY 15","Forest Ecology and Management","536","","","WOS:000989439800001","10.1016/j.foreco.2023.120847","","#12320","Tubby 2023","Colleen Miller (2024-09-04 00:55:46)(Select): Movement of infestation from US into Canada; linked to CC; Anna LoPresti (2024-08-17 08:17:27)(Select): mostly focused on europe but section 3.2 covers north america;","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"151","Climate change and impacts of boreal forest insects","Volney, W. J. A.; Fleming, R. A.","The circum-polar boreal forest has played an important role in the wealth of northern nations since the 15th century. Its natural resources spurred strategic geopolitical developments beginning in the 16th century but intense development of the boreal forest is largely limited to the 20th century. Insects cause considerable loss of wood that has an adverse effect on the balance of carbon sequestered by forests. Current understanding of processes that lead to stand-replacing outbreaks in three insect species is reviewed in this paper. Many of these processes depend on climate either directly, such as reduced survival with extreme weather events, or indirectly, mainly through effects on the host trees. In the boreal zone of Canada, pest-caused timber losses may be as much as 1.3-2.0 times the mean annual depletions due to fires. Pests are thus major, but consistently overlooked forest ecosystem components that have manifold consequences to the structure and functions of future forests. Global change will have demonstrable changes in the frequency and intensity of pest outbreaks, particularly at the margins of host ranges. The consequent shunting of carbon back to the atmosphere rather than to sequestration in forests as biomass is thought to have positive feedback to global warming. Whereas significant progress has been made in developing carbon budget models for the boreal forests of Canada, enormous problems remain in incorporating pest effects in these models. These problems have their origins in the nature of interactions among pests with forest productivity, and problems with scaling. The common problems of verification and validation of model results are particularly troublesome in projecting future forest productivity. The interaction of insects with fires must be accounted for if realistic carbon sequestration forecasts in a warming climate are to be made, These problems make assessments of mitigation and adaptation of pest management alternatives difficult to evaluate at present. Nevertheless, the impacts of stand-replacing insect population outbreaks is important in formulating future resource management policy. Crown Copyright (C) 2000 Published by Elsevier Science B.V. All rights reserved.",2000,"DEC","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","82","1-3","283-294","WOS:000165738700022","10.1016/S0167-8809(00)00232-2","","#12707","Volney 2000","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"152","Insect Declines in the Anthropocene","Wagner, D. L.; Douglas, A. E.","Insect declines are being reported worldwide for flying, ground, and aquatic lineages. Most reports come from western and northern Europe, where the insect fauna is well-studied and there are considerable demographic data for many taxonomically disparate lineages. Additional cases of faunal losses have been noted from Asia, North America, the Arctic, the Neotropics, and elsewhere. While this review addresses both species loss and population declines, its emphasis is on the latter. Declines of abundant species can be especially worrisome, given that they anchor trophic interactions and shoulder many of the essential ecosystem services of their respective communities. A review of the factors believed to be responsible for observed collapses and those perceived to be especially threatening to insects form the core of this treatment. In addition to widely recognized threats to insect biodiversity, e.g., habitat destruction, agricultural intensification (including pesticide use), climate change, and invasive species, this assessment highlights a few less commonly considered factors such as atmospheric nitrification from the burning of fossil fuels and the effects of droughts and changing precipitation patterns. Because the geographic extent and magnitude of insect declines are largely unknown, there is an urgent need for monitoring efforts, especially across ecological gradients, which will help to identify important causal factors in declines. This review also considers the status of vertebrate insectivores, reporting bias, challenges inherent in collecting and interpreting insect demographic data, and cases of increasing insect abundance.",2020,"","ANNUAL REVIEW OF ENTOMOLOGY, VOL 65","65","","457-480","WOS:000507471600023","10.1146/annurev-ento-011019-025151","","#12745","Wagner 2020","Enrique Martinez-Meyer (2024-08-21 15:00:45)(Select): It briefly touches the Monarch migration and other transboundary examples, but it has useful references specific to Monarchs; ","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"153","Impact of climate change on the global circulation of West Nile virus and adaptation responses: a scoping review","Wang, H. R.; Liu, T.; Gao, X.; Wang, H. B.; Xiao, J. H.","Background West Nile virus (WNV), the most widely distributed flavivirus causing encephalitis globally, is a vector-borne pathogen of global importance. The changing climate is poised to reshape the landscape of various infectious diseases, particularly vector-borne ones like WNV. Understanding the anticipated geographical and range shifts in disease transmission due to climate change, alongside effective adaptation strategies, is critical for mitigating future public health impacts. This scoping review aims to consolidate evidence on the impact of climate change on WNV and to identify a spectrum of applicable adaptation strategies.Main body We systematically analyzed research articles from PubMed, Web of Science, Scopus, and EBSCOhost. Our criteria included English-language research articles published between 2007 and 2023, focusing on the impacts of climate change on WNV and related adaptation strategies. We extracted data concerning study objectives, populations, geographical focus, and specific findings. Literature was categorized into two primary themes: 1) climate-WNV associations, and 2) climate change impacts on WNV transmission, providing a clear understanding. Out of 2168 articles reviewed, 120 met our criteria. Most evidence originated from North America (59.2%) and Europe (28.3%), with a primary focus on human cases (31.7%). Studies on climate-WNV correlations (n = 83) highlighted temperature (67.5%) as a pivotal climate factor. In the analysis of climate change impacts on WNV (n = 37), most evidence suggested that climate change may affect the transmission and distribution of WNV, with the extent of the impact depending on local and regional conditions. Although few studies directly addressed the implementation of adaptation strategies for climate-induced disease transmission, the proposed strategies (n = 49) fell into six categories: 1) surveillance and monitoring (38.8%), 2) predictive modeling (18.4%), 3) cross-disciplinary collaboration (16.3%), 4) environmental management (12.2%), 5) public education (8.2%), and 6) health system readiness (6.1%). Additionally, we developed an accessible online platform to summarize the evidence on climate change impacts on WNV transmission (https://2xzl2o-neaop.shinyapps.io/WNVScopingReview/).Conclusions This review reveals that climate change may affect the transmission and distribution of WNV, but the literature reflects only a small share of the global WNV dynamics. There is an urgent need for adaptive responses to anticipate and respond to the climate-driven spread of WNV. Nevertheless, studies focusing on these adaptation responses are sparse compared to those examining the impacts of climate change. Further research on the impacts of climate change and adaptation strategies for vector-borne diseases, along with more comprehensive evidence synthesis, is needed to inform effective policy responses tailored to local contexts.",2024,"MAY 24","Infectious Diseases of Poverty","13","1","","WOS:001232468700001","10.1186/s40249-024-01207-2","","#12836","Wang 2024","Dayo Osinubi (2024-08-29 05:27:22)(Select): This review focused on the impacts of climate change on West Nile Virus (WNV) globally and related adaptation strategies, with emphasis on climate‑WNV associations, and climate change impacts on WNV transmission. Relevant for disease discussion.; ","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"154","Footprints of climate change in the Arctic marine ecosystem","Wassmann, P.; Duarte, C. M.; Agusti, S.; Sejr, M. K.","In this article, we review evidence of how climate change has already resulted in clearly discernable changes in marine Arctic ecosystems. After defining the term 'footprint' and evaluating the availability of reliable baseline information we review the published literature to synthesize the footprints of climate change impacts in marine Arctic ecosystems reported as of mid-2009. We found a total of 51 reports of documented changes in Arctic marine biota in response to climate change. Among the responses evaluated were range shifts and changes in abundance, growth/condition, behaviour/phenology and community/regime shifts. Most reports concerned marine mammals, particularly polar bears, and fish. The number of well-documented changes in planktonic and benthic systems was surprisingly low. Evident losses of endemic species in the Arctic Ocean, and in ice algae production and associated community remained difficult to evaluate due to the lack of quantitative reports of its abundance and distribution. Very few footprints of climate change were reported in the literature from regions such as the wide Siberian shelf and the central Arctic Ocean due to the limited research effort made in these ecosystems. Despite the alarming nature of warming and its strong potential effects in the Arctic Ocean the research effort evaluating the impacts of climate change in this region is rather limited.",2011,"FEB","Global Change Biology","17","2","1235-1249","WOS:000285878000045","10.1111/j.1365-2486.2010.02311.x","","#12991","Wassmann 2011","Meagan Oldfather (2024-10-09 04:31:19)(Select): Possibility of transboundary plankton movement;","Biotic; Potentially relevant; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"155","An Evaluation of Studies on the Potential Threats Contributing to the Decline of Eastern Migratory North American Monarch Butterflies (<i>Danaus plexippus</i>)","Wilcox, A. A. E.; Flockhart, D. T. T.; Newman, A. E. M.; Norris, D. R.","The migratory monarch butterflies (Danaus plexippus) of eastern North America have undergone large-scale declines, which may be attributable to a variety of underlying causes. The uncertainty about the primary cause of declines and whether individual threats are likely to increase in the future presents challenges for developing effective conservation management and policy initiatives that aim to improve population viability. This paper identifies five potential threats and classifies these threats according to the types of studies (observational, experimental, simulation/models) and their current impact and anticipated risk. Broadly, the threats can be classified into five categories: (1) change in suitable abiotic environmental conditions; (2) deforestation in the overwintering range; (3) exposure to contaminants including the bacteria Bacillus thuringiensis, herbicides, and insecticides; (4) loss of breeding habitat; and (5) predation, parasitism, and species-specific pathogens. The vast distribution of the monarch butterfly makes it likely that population declines are attributed to a suite of interacting factors that vary spatially and temporally in their contribution. Nonetheless, the published papers we reviewed suggest the decline in suitable environmental conditions in addition to overwintering (i.e., deforestation) and breeding habitat loss are the most likely threats to continue to affect the population viability of monarch butterflies.",2019,"APR 5","Frontiers in Ecology and Evolution","7","","","WOS:000467430400001","10.3389/fevo.2019.00099","","#13138","Wilcox 2019","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"156","The ecology of Canada Yew (<i>Taxus canadensis</i> Marsh.): A review","Windels, S. K.; Flaspohler, D. J.","Canada yew (Taxus canadensis Marsh.) is a shade-tolerant evergreen shrub native to the understories of the boreal and deciduous forests of northeastern North America. Canada yew has a relatively unique growth form, with low sprawling branches capable of forming dense clusters of stems. Historic accounts suggest that before Euro-American settlement, Canada yew was a common plant across its range in many forest types and that it was locally abundant or dominant in 5%-20% of forest stands in the northern part of its range. Canada yew's range has declined during the last century as a result of browsing by native ungulates, fire, intensive forest management, and clearing of land for agriculture and other development. It is considered uncommon throughout most of its present North American range, except for often isolated populations in areas that remain free from heavy browsing pressure by moose and deer (e.g., islands, areas with heavy snow cover, or areas naturally low in ungulate abundance). Its decline has likely resulted in changes to abiotic and biotic conditions, including structure and composition of understory vegetation and concomitant effects on understory vertebrates. Increasing white-tailed deer populations and reduced snowfall as a result of climate change in eastern North America threaten to extirpate this species from additional parts of its range in the next century. Suggestions for future research are discussed.",2011,"JAN","Botany","89","1","1-17","WOS:000286477000001","10.1139/B10-084","","#13211","Windels 2011","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"157","The Plight of Migrant Birds Wintering in the Caribbean: Rainfall Effects in the Annual Cycle","Wunderle, J. M.; Arendt, W. J.","Here, we summarize results of migrant bird research in the Caribbean as part of a 75th Anniversary Symposium on research of the United States Department of Agriculture Forest Service, International Institute of Tropical Forestry (IITF). The fate of migratory birds has been a concern stimulating research over the past 40 years in response to population declines documented in long-term studies including those of the IITF and collaborators in Puerto Rico's Guanica dry forest. Various studies indicate that in addition to forest loss or fragmentation, some migrant declines may be due to rainfall variation, the consequences of which may carry over from one stage of a migrant's annual cycle to another. For example, the Guanica studies indicate that rainfall extremes on either the temperate breeding or tropical wintering grounds affect migrant abundance and survival differently depending on the species. In contrast, IITF's collaborative studies of the migrant Kirtland's Warbler (Setophaga kirtlandii) in the Bahamas found that late winter droughts affect its annual survival and breeding success in Michigan. We review these IITF migrant studies and relate them to other studies, which have improved our understanding of migrant ecology of relevance to conservation. Particularly important is the advent of the full annual cycle (FAC) approach. The FAC will facilitate future identification and mitigation of limiting factors contributing to migrant population declines, which for some species, may be exacerbated by global climate change.",2017,"APR","Forests","8","4","","WOS:000404099200021","10.3390/f8040115","","#13361","Wunderle 2017","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"158","Advances and knowledge gaps on climate change impacts on honey bees and beekeeping: A systematic review","Zapata-Hernández, G.; Gajardo-Rojas, M.; Calderón-Seguel, M.; Muñoz, A. A.; Yáñez, K. P.; Requier, F.; Fontúrbel, F. E.; Ormeño-Arriagada, P. I.; Arrieta, H.","The Western honey bee Apis mellifera is a managed species that provides diverse hive products and contributing to wild plant pollination, as well as being a critical component of crop pollination systems worldwide. High mortality rates have been reported in different continents attributed to different factors, including pesticides, pests, diseases, and lack of floral resources. Furthermore, climate change has been identified as a potential driver negatively impacting pollinators, but it is still unclear how it could affect honey bee populations. In this context, we carried out a systematic review to synthesize the effects of climate change on honey bees and beekeeping activities. A total of 90 articles were identified, providing insight into potential impacts (negative, neutral, and positive) on honey bees and beekeeping. Interest in climate change's impact on honey bees has increased in the last decade, with studies mainly focusing on honey bee individuals, using empirical and experimental approaches, and performed at short-spatial (<10 km) and temporal (<5 years) scales. Moreover, environmental analyses were mainly based on short-term data (weather) and concentrated on only a few countries. Environmental variables such as temperature, precipitation, and wind were widely studied and had generalized negative effects on different biological and ecological aspects of honey bees. Food reserves, plant-pollinator networks, mortality, gene expression, and metabolism were negatively impacted. Knowledge gaps included a lack of studies at the apiary and beekeeper level, a limited number of predictive and perception studies, poor representation of large-spatial and mid-term scales, a lack of climate analysis, and a poor understanding of the potential impacts of pests and diseases. Finally, climate change's impacts on global beekeeping are still an emergent issue. This is mainly due to their diverse effects on honey bees and the potential necessity of implementing adaptation measures to sustain this activity under complex environmental scenarios.",2024,"MAR","Global Change Biology","30","3","","WOS:001180804300001","10.1111/gcb.17219","","#13708","Zapata-Hernández 2024","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"159","The ecological niche of Echinococcus multilocularis in North America: understanding biotic and abiotic determinants of parasite distribution with new records in New Mexico and Maryland, United States","Botero-Cañola, Sebastian; Dursahinhan, Altangerel T.; Rácz, Sara E.; Lowe, Parker V.; Ubelaker, John E.; Gardner, Scott L.","Abstract: Understanding the factors shaping the niche of parasites and its expression over geographical space and through time continues to be a modern scientific challenge with the results of research in this area directly influencing both theoretical and applied biology. This is especially important for proactive management of zoonotic parasites such as Echinococcus multilocularis, the etiologic agent of alveolar echinococcosis. Echinococcus multilocularis has a Holarctic distribution; with its geographic range and prevalence increasing recently in areas of the western Palearctic, while its distribution dynamics are poorly understood in the Nearctic. In this paper, we use an ecological niche modeling (ENM) approach to: i) estimate the current spatial distribution of suitable conditions for the parasite in the Nearctic. ii) Evaluate the abiotic and biotic factors influencing the species distribution. iii) Assess the potential impact of climatic change on the distribution of this species in the Nearctic. Additionally, we report two new occurrence records of this parasite that significantly expands its known geographic range. We reviewed the occurrence records of E. multilocularis for the Nearctic. This was complemented by two new records of the species from Maryland and New Mexico identified using morphology and multivariate morphometrics of the rostellar hooks. From these data we created two ENMs using the software Maxent. The first ENM included climatic variables, while the second included the same abiotic data plus biotic information consisting of four host community-related data sets. We evaluated model performance and variable importance to explore the relation of these variables to the parasite niche. Finally, we projected the resulting niche model onto future climate change scenarios. We found that an important portion of the Nearctic has suitable conditions for E. multilocularis with adequate habitat in the West and East of the continent where the parasite has not been detected. We also found that the proposed biotic variables improve the model performance and provide unique information, while the most critical abiotic variable was related to the amount of solar radiation. Finally, under the future emission scenarios explored, the distribution of suitable habitat for the parasite is predicted to increase by 56 % to 76 %. We obtained a robust model that provides detail on the distribution of suitable areas for E. multilocularis, including areas that have not been explored for the presence of the parasite. The host community variables included in this study seem a promising way to include biotic data for ecological parasite niche modeling.",2019,"","Therya","10","2","91-102","SCIELO:S2007-33642019000200091","10.12933/therya-19-749","","#14067","Botero-Cañola 2019","Anna LoPresti (2024-08-08 09:48:42)(Included): this paper combines literature review with modeling, gray area whether this meets the criteria of being a review but erring on the side of inclusivity; ","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"160","Nuevos pájaros en la ciudad de México: primeros registros de Vireo philadelphicus y Zonotrichia leucophrys para el Distrito Federal","Aguilar-Gómez, Miguel Ángel; Calderón-Parra, Rafael; Ortega-Álvarez, Rubén","The Federal District (DF) is the smallest state-level entity in Mexico. Within it, high levels of urban development and a complex array of natural ecosystems intermingle. Vegetated areas in and around the metropolitan area of Mexico City provide important refuges for wildlife. In this study we report two bird species that had not been previously recorded within the DF: the Philadelphia Vireo (Vireo philadelphicus) and the White-crowned Sparrow (Zonotrichia leucophrys). Both species are winter migrants to Mexico and are well-known for their high-dispersal abilities. Although we cannot link any definitive causes, some factors that might have contributed to the unusual presence of the recorded species in the region are the reduction of their wintering grounds, the harsh winter of 2013-2014 in the USA and Canada, and possible pressures associated with global climate change. We believe that the growing community of birdwatchers and the increase in the number of eBird users in Mexico will enhance our knowledge of the birds of the region.",2015,"","Huitzil","16","1","33-36","SCIELO:S1870-74592015000100007","","","#14161","Aguilar-Gómez 2015","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
