"","V1","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study","socio_human","socio_biotic","socio_physical","human_biotic","Original study"
"44",246,"Climate-Driven Reshuffling of Species and Genes: Potential Conservation Roles for Species Translocations and Recombinant Hybrid Genotypes","Scriber, Jon Mark"," Comprising 50%-75% of the world's fauna, insects are a prominent part of biodiversity in communities and ecosystems globally. Biodiversity across all levels of biological classifications is fundamentally based on genetic diversity. However, the integration of genomics and phylogenetics into conservation management may not be as rapid as climate change. The genetics of hybrid introgression as a source of novel variation for ecological divergence and evolutionary speciation (and resilience) may generate adaptive potential and diversity fast enough to respond to locally-altered environmental conditions. Major plant and herbivore hybrid zones with associated communities deserve conservation consideration. This review addresses functional genetics across multi-trophic-level interactions including """"""""invasive species"""""""" in various ecosystems as they may become disrupted in different ways by rapid climate change. """"""""Invasive genes"""""""" (into new species and populations) need to be recognized for their positive creative potential and addressed in conservation programs. """"""""Genetic rescue"""""""" via hybrid translocations may provide needed adaptive flexibility for rapid adaptation to environmental change. While concerns persist for some conservationists, this review emphasizes the positive aspects of hybrids and hybridization. Specific implications of natural genetic introgression are addressed with a few examples from butterflies, including transgressive phenotypes and climate-driven homoploid recombinant hybrid speciation. Some specific examples illustrate these points using the swallowtail butterflies (Papilionidae) with their long-term historical data base (phylogeographical diversity changes) and recent (3-decade) climate-driven temporal and genetic divergence in recombinant homoploid hybrids and relatively recent hybrid speciation of Papilio appalachiensis in North America. Climate-induced """"""""reshuffling"""""""" (recombinations) of species composition, genotypes, and genomes may become increasingly ecologically and evolutionarily predictable, but future conservation management programs are more likely to remain constrained by human behavior than by lack of academic knowledge.",2014,"03-01","Insects","5","1","1","","https://doi.org/10.3390/insects5010001","","#26510","Scriber 2014","Tyler McIntosh (2024-09-07 02:58:21)(Select): focus is on N.Am climate-driven shifts in species genetics via hybridization etc. Potential for transboundary given location and extent of maps;","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"45",250,"Impacts of climate warming on hybrid zone movement: Geographically diffuse and biologically porous aspecies bordersa","Scriber, JMark","Abstract The ecology and evolutionary biology of insect-plant associations has realized extensive attention, especially during the past 60 years. The classifications (categorical designations) of continuous variation in biodiversity, ranging from global patterns (e.g., latitudinal gradients in species richness/diversity and degree of herbivore feeding specialization) to localized insect-plant associations that span the biospectrum from polyphenisms, polymorphisms, biotypes, demes, host races, to cryptic species, remain academically contentious. Semantic and biosystematic (taxonomical) disagreements sometimes detract from more important ecological and evolutionary processes that drive diversification, the dynamics of gene flow and local extinctions. This review addresses several aspects of insect specialization, host-associated divergence and ecological (including """"""""hybrid"""""""") speciation, with special reference to the climate warming impacts on species borders of hybridizing swallowtail butterflies (Papilionidae). Interspecific hybrid introgression may result in collapse of multi-species communities or increase species numbers via homoploid hybrid speciation. We may see diverging, merging, or emerging genotypes across hybrid zones, all part of the ongoing processes of evolution. Molecular analyses of genetic mosaics and genomic dynamics with """"""""divergence hitchhiking"""""""", combined with ecological, ethological and physiological studies of """"""""species porosity"""""""", have already begun to unveil some answers for some important ecological/evolutionary questions. (i) How rapidly can host-associated divergence lead to new species (and why doesn't it always do so, e.g., resulting in """"""""incomplete"""""""" speciation)? (ii) How might """"""""speciation genes"""""""" function, and how/where would we find them? (iii) Can oscillations from specialists to generalists and back to specialists help explain global diversity in herbivorous insects? (iv) How could recombinant interspecific hybridization lead to divergence and speciation? From ancient phytochemically defined angiosperm affiliations to recent and very local geographical mosaics, the Papilionidae (swallowtail butterflies) have provided a model for enhanced understanding of ecological patterns and evolutionary processes, including host-associated genetic divergence, genomic mosaics, genetic hitchhiking and sex-linked speciation genes. Apparent homoploid hybrid speciation in Papilio appears to have been catalyzed by climate warming-induced interspecific introgression of some, but not all, species diagnostic traits, reflecting strong divergent selection (discordant), especially on the Z (= X) chromosome. Reproductive isolation of these novel recombinant hybrid genotypes appears to be accomplished via a delayed post-diapause emergence or temporal isolation, and is perhaps aided by the thermal landscape. Changing thermal landscapes appear to have created (and may destroy) novel recombinant hybrid genotypes and hybrid species.",2011,"04-01","Insect Science","18","2","121-159","","https://doi.org/10.1111/j.1744-7917.2010.01367.x","","#27059","Scriber 2011","Grace Westphal (2024-08-16 03:57:42)(Select): Transboundary discussion is limited to US and Canada (mentioned only once), but the ideas in here about range limits / traits based on climates seems broadly useful; ","Biotic; Transboundary unclear; save for other sections",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"46",256,"Context dependency of animal resource subsidies.","Subalusky, Amanda L; Post, David M","The transport of resource subsidies by animals has been documented across a range of species and ecosystems. Although many of these studies have shown that animal resource subsidies can have significant effects on nutrient cycling, ecosystem productivity, and food-web structure, there is a great deal of variability in the occurrence and strength of these effects. Here we propose a conceptual framework for understanding the context dependency of animal resource subsidies, and for developing and testing predictions about the effects of animal subsidies over space and time. We propose a general framework, in which abiotic characteristics and animal vector characteristics from the donor ecosystem interact to determine the quantity, quality, timing, and duration (QQTD) of an animal input. The animal input is translated through the lens of recipient ecosystem characteristics, which include both abiotic and consumer characteristics, to yield the QQTD of the subsidy. The translated subsidy influences recipient ecosystem dynamics through effects on both trophic structure and ecosystem function, which may both influence the recipient ecosystem's response to further inputs and feed back to influence the donor ecosystem. We present a review of research on animal resource subsidies across ecosystem boundaries, placed within the context of this framework, and we discuss how the QQTD of resource subsidies can influence trophic structure and ecosystem function in recipient ecosystems. We explore the importance of understanding context dependency of animal resource subsidies in increasingly altered ecosystems, in which the characteristics of both animal vectors and donor and recipient ecosystems may be changing rapidly. Finally, we make recommendations for future research on animal resource subsidies, and resource subsidies in general, that will increase our understanding and predictive capacity about their ecosystem effects.",2019,"04-01","Biological reviews of the Cambridge Philosophical Society","94","2","517-538","","https://doi.org/10.1111/brv.12465","","#28864","Subalusky 2019","Laura  Dee (2024-10-18 08:31:27)(Select): GREAT background for the chapter, agree not very specific to North America but the framework and types of biotic flows are relevant; Anabel Kinsey (2024-10-17 12:48:57)(Select): There is not enough specific examples to be useful for transboundary. Still an interesting phenomenon of moving resources. ; Anabel Kinsey (2024-07-20 10:10:43)(Screen): not specifically North American, but could be applicable; ","Biotic; Potentially relevant; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"47",NA,"The ecological history of Lake Erie as recorded by the phytoplankton community","Allinger, L. E.; Reavie, E. D.","Lake Erie's water quality has fluctuated since European settlement due to cultural eutrophication and the effects of invasive species. Our attempts to understand the cause-and-effect linkages between observed ecosystem changes and various stressors are evolving. Non-indigenous species, pollutants, land-use and climate change that can alter a lake's physical and chemical environment can manifest rapid changes in community composition and abundance of phytoplankton. As such, for many decades researchers have used phytoplankton data from Lake Erie to track environmental changes. We provide a chronological account of previous and ongoing assessments of pelagic algae to summarize past and present environmental conditions of Lake Erie. This review necessarily focuses on diatom-based assessments as their preserved remains in sediments have been used to hind-cast human-induced impacts and recovery. Because of their uniqueness, this review summarizes where possible the long-term trends according to the western, central and eastern lake basins. Overall, this historical assessment summarizes a period of significant eutrophication throughout most of the 20th century, followed by water quality improvement due to nutrient reductions and establishment of filter-feeding dreissenids. Recent data suggest new issues associated with blooms of diatoms and blue-green algae. The challenges facing Lake Erie underline the need for continued monitoring and evaluation of historical records that will help us distinguish natural from anthropogenic changes, and to reveal the causes and extent of environmental insults in order to make management decisions. (C) 2013 International Association for Great Lakes Research. Published by Elsevier B.V. All rights reserved.",2013,"SEP","Journal of Great Lakes Research","39","3","365-382","WOS:000324843200001","10.1016/j.jglr.2013.06.014","","#333","Allinger 2013","","Biotic; Transboundary unclear",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE
"48",NA,"Climate change opens new frontiers for marine species in the Arctic: Current trends and future invasion risks","Chan, F. T.; Stanislawczyk, K.; Sneekes, A. C.; Dvoretsky, A.; Gollasch, S.; Minchin, D.; David, M.; Jelmert, A.; Albretsen, J.; Bailey, S. A.","Climate change and increased anthropogenic activities are expected to elevate the potential of introducing nonindigenous species (NIS) into the Arctic. Yet, the knowledge base needed to identify gaps and priorities for NIS research and management is limited. Here, we reviewed primary introduction events to each ecoregion of the marine Arctic realm to identify temporal and spatial patterns, likely source regions of NIS, and the putative introduction pathways. We included 54 introduction events representing 34 unique NIS. The rate of NIS discovery ranged from zero to four species per year between 1960 and 2015. The Iceland Shelf had the greatest number of introduction events (n = 14), followed by the Barents Sea (n = 11), and the Norwegian Sea (n = 11). Sixteen of the 54 introduction records had no known origins. The majority of those with known source regions were attributed to the Northeast Atlantic and the Northwest Pacific, 19 and 14 records, respectively. Some introduction events were attributed to multiple possible pathways. For these introductions, vessels transferred the greatest number of aquatic NIS (39%) to the Arctic, followed by natural spread (30%) and aquaculture activities (25%). Similar trends were found for introductions attributed to a single pathway. The phyla Arthropoda and Ochrophyta had the highest number of recorded introduction events, with 19 and 12 records, respectively. Recommendations including vector management, horizon scanning, early detection, rapid response, and a pan-Arctic biodiversity inventory are considered in this paper. Our study provides a comprehensive record of primary introductions of NIS for marine environments in the circumpolar Arctic and identifies knowledge gaps and opportunities for NIS research and management. Ecosystems worldwide will face dramatic changes in the coming decades due to global change. Our findings contribute to the knowledge base needed to address two aspects of global change-invasive species and climate change.",2019,"JAN","Global Change Biology","25","1","25-38","WOS:000453370700004","10.1111/gcb.14469","","#2001","Chan 2019","Anabel Kinsey (2024-11-24 05:21:49)(Select): As we are including papers from the Arctic, this is definitely relevant; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"49",NA,"The Decline and Impending Collapse of the Atlantic Salmon (Salmo salar) Population in the North Atlantic Ocean: A Review of Possible Causes","Dadswell, M.; Spares, A.; Reader, J.; McLean, M.; McDermott, T.; Samways, K.; Lilly, J.","Adult returns to many Atlantic salmon wild and hatchery stocks of the North Atlantic have declined or collapsed since 1985. Enhancement, commercial fishery closures, and angling restrictions have failed to halt the decline. Human impacts such as dams, pollution or marine overexploitation were responsible for some stock declines in the past, but adult returns to river and hatchery stocks with no obvious local impacts have also declined or collapsed since 1985. Multiple studies have postulated that the recent widespread occurrence of low adult returns may be caused by climate change, salmon farming, food availability at sea, or marine predators but these possibilities are unsupported by stocks that persist near historic levels, loss of stocks remote from farm sites, a diverse marine prey field, and scarcity of large offshore predators. The decline and collapse of stocks has common characteristics: 1) cyclic annual adult returns cease, 2) annual adult returns flatline, 3) adult mean size declines, and 4) stock collapses occurred earliest among watersheds distant from the North Atlantic Sub-polar Gyre (NASpG). Cyclic annual adult returns were common to all stocks in the past that were not impacted by anthropogenic changes to their natal streams. A flatline of adult abundance and reduction in adult mean size are common characteristics of many overexploited fish stocks and suggest illegal, unreported, and unregulated (IUU) fisheries exploitation at sea. Distance from the NASpG causing higher mortality of migrating post-smolts would increase the potential for collapse of these stocks from IUU exploitation. By-catch of post-smolts and adults in paired-trawl fisheries off Europe and intercept adult fisheries off Greenland, in the Gulf of St. Lawrence, and off Europe have been sources of marine mortality but seem unlikely to be the primary cause of the decline. Distribution in time and space of former, legal high-sea fisheries indicated fishers were well acquainted with the ocean migratory pattern of salmon and combined with lack of surveillance since 1985 outside Exclusive Economic Zones or in remote northern regions may mean high at-sea mortality occurs because of IUU fisheries. The problem of IUU ocean fisheries is acute, has collapsed numerous stocks of desired species worldwide, and is probably linked to the decline and impending collapse of the North Atlantic salmon population.",2022,"MAR 16","REVIEWS IN FISHERIES SCIENCE & AQUACULTURE","30","2","215-258","WOS:000668774600001","10.1080/23308249.2021.1937044","","#2660","Dadswell 2022","Elliott Parsons (2024-11-30 12:40:25)(Select): Review paper indicates that climate change is not responsible for collapse of salmon fisheries """"In our opinion climate change
research has failed to demonstrate a major regime
change in the North Atlantic on the scale of an El
Nino, and we know of no catastrophe that could have
caused the collapse of some Atlantic salmon populations
during the last 35 years."""" I think their evidence that it is not climate change is compelling so I am going to say no climate change impacts for this. Range shifts were mentioned as a future possibility twice, but with no current evidence.; ","Biotic; Transboundary unclear",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE
"50",NA,"Consequences of Shifts in Abundance and Distribution of American Chestnut for Restoration of a Foundation Forest Tree","Dalgleish, H. J.; Nelson, C. D.; Scrivani, J. A.; Jacobs, D. F.","Restoration of foundation species, such as the American chestnut (Castanea dentata) that was devastated by an introduced fungus, can restore ecosystem function. Understanding both the current distribution as well as biogeographic patterns is important for restoration planning. We used United States Department of Agriculture Forest Service Forest Inventory and Analysis data to quantify the current density and distribution of C. dentata. We then review the literature concerning biogeographic patterns in C. dentata. Currently, 431 +/- 30.2 million stems remain. The vast majority (360 +/- 22 million) are sprouts <2.5 cm dbh. Although this number is approximately 10% of the estimated pre-blight population, blight has caused a major shift in the size structure. The current-day population has a larger range, particularly west and north, likely due to human translocation. While climate change could facilitate northward expansion, limited seed reproduction makes this unlikely without assisted migration. Previous research demonstrates that the current, smaller population contains slightly higher genetic diversity than expected, although little information exists on biogeographic patterns in the genetics of adaptive traits. Our research provides a baseline characterization of the contemporary population of C. dentata, to enable monitoring stem densities and range limits to support restoration efforts.",2016,"JAN","Forests","7","1","","WOS:000369493400009","10.3390/f7010004","","#2684","Dalgleish 2016","Anabel Kinsey (2024-11-24 05:05:33)(Select): Figure 1 shows expansion into Ontario, definitely transboundary ; ","Biotic; Intervention; Transboundary unclear",NA,FALSE,TRUE,NA,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE
"51",NA,"Climate Change and Biological Control in Agricultural Systems: Principles and Examples from North America","Eigenbrode, S. D.; Davis, T. S.; Crowder, D. W.","Biological control of pests is a key feature of integrated pest management programmes in many agroecosystems. An assessment of the potential impacts of climate change on biological control is critical but challenging, because biological control depends on inter-wspecific interactions, which are generally complex. This chapter considers the potential effects of projected climate change on the biological control of insect pests, focusing on North American agricultural systems but involving principles that apply globally. The drivers of importance are projected rising surface temperatures, increased atmospheric CO2 concentrations and changes in the amount of and variability in precipitation. We consider how these climate change drivers could affect biological control by: (i) directly affecting the physiology or behaviour of biological control agents and/or pests; (ii) changing the overlap between species in space and time; and (iii) modifying interactions among multiple species involved in biological control within the agroecosystem. We illustrate with the few North American documented examples of the sensitivity of biological control to climate change, or with data that indicate such sensitivities exist. Effects of the first type include increases in the occurrence of temperatures that exceed the thermal optima of natural enemies, such as those that have been documented for coccinellids. Effects of the second type include changes in phenological overlap between insect pests and their natural enemies, illustrated best by a recent report involving the cereal leaf beetle and its principal parasitoid. Effects of the third type include climate-related changes in plant responses to herbivory that influence natural enemies, to the effects of climate on interacting predator assemblages and food webs. Although there is evidence for each of these types of effects, the literature remains sparse. More studies are needed, and we suggest a research agenda to improve understanding of the sensitivity of biological control to climate change.",2015,"","CLIMATE CHANGE AND INSECT PESTS","7","","119-135","WOS:000377029500008","10.1079/9781780643786.0000","","#3372","Eigenbrode 2015","Elliott Parsons (2024-11-06 11:06:29)(Select): Sanford sent me a copy (attached). Yes review (1), 2 = flow is species shifting their ranges, 3 - yes biodiversity mentioned a few times as well as many species that could be affected, 4 = yes within NA, 5 - yes, there is at least one reference to a range shifting species in the U.S. shifting into Canada.; Anabel Kinsey (2024-10-19 04:28:48)(Select): Can't find access; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"52",NA,"Arctic kelp forests: Diversity, resilience and future","Filbee-Dexter, K.; Wernberg, T.; Fredriksen, S.; Norderhaug, K. M.; Pedersen, M. F.","The Arctic is one of the most rapidly changing places on Earth and it is a sentinel region for understanding the range and magnitude of planetary changes, and their impacts on ecosystems. However, our understanding of arctic coastal ecosystems remains limited, and the impacts of ongoing and future climate change on them are largely unexplored. Kelp forests are the dominant habitat along many rocky Arctic coastlines, providing structure and food for economically and ecologically important species. Here we synthesize existing information on the distribution and diversity of arctic kelp forests and assess how ongoing changes in environmental conditions could impact the extent, productivity, and resilience of these important ecosystems. We identify regions where the range and growth of arctic kelp are likely to undergo rapid short-term increase due to reduced sea ice cover, increased light, and warming. However, we also describe areas where kelps could be negatively impacted by rising freshwater input and coastal erosion due to receding sea ice and melting permafrost. In some regions, arctic kelp forests have undergone sudden regime shifts due to altered ecological interactions or changing environmental conditions. Key knowledge gaps for arctic kelp forests include measures of extent and diversity of kelp communities (especially northern Canada and northeastern Russia), the faunal communities supported by many of these habitats, and the role of arctic kelp forests in structuring nearby pelagic and benthic food webs. Filling in these gaps and strategically prioritizing research in areas of rapid environmental change will enable more effective management of these important habitats, and better predictions of future changes in the coastal ecosystems they support and the services that they provide.",2019,"JAN","Global and Planetary Change","172","","1-14","WOS:000456222800001","10.1016/j.gloplacha.2018.09.005","","#3749","Filbee-Dexter 2019","Elliott Parsons (2024-11-12 09:59:28)(Select): There is a paragraph towards the end on expected northward shifts in kelp species with climate change, so potential flow = kelp. It was unclear whether boundaries were being crossed or would likely be crossed, but my guess is yes, the specifics were likely just in the referenced papers. There is a whole section on ecosystem services and how they create favorable conditions for species - so I think this can be inferred to. So while no explicit transboundary flows crossing US into Canada that affect biodiversity, I think it is implicit.; ","Biotic; Transboundary unclear",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE
"53",NA,"Macrophenology: insights into the broad-scale patterns, drivers, and consequences of phenology","Gallinat, A. S.; Ellwood, E. R.; Heberling, J. M.; Miller-Rushing, A. J.; Pearse, W. D.; Primack, R. B.","Plant phenology research has surged in recent decades, in part due to interest in phenological sensitivity to climate change and the vital role phenology plays in ecology. Many local-scale studies have generated important findings regarding the physiology, responses, and risks associated with shifts in plant phenology. By comparison, our understanding of regional- and global-scale phenology has been largely limited to remote sensing of green-up without the ability to differentiate among plant species. However, a new generation of analytical tools and data sources-including enhanced remote sensing products, digitized herbarium specimen data, and public participation in science-now permits investigating patterns and drivers of phenology across extensive taxonomic, temporal, and spatial scales, in an emerging field that we call macrophenology. Recent studies have highlighted how phenology affects dynamics at broad scales, including species interactions and ranges, carbon fluxes, and climate. At the cusp of this developing field of study, we review the theoretical and practical advances in four primary areas of plant macrophenology: (1) global patterns and shifts in plant phenology, (2) within-species changes in phenology as they mediate species' range limits and invasions at the regional scale, (3) broad-scale variation in phenology among species leading to ecological mismatches, and (4) interactions between phenology and global ecosystem processes. To stimulate future research, we describe opportunities for macrophenology to address grand challenges in each of these research areas, as well as recently available data sources that enhance and enable macrophenology research.",2021,"NOV","American Journal of Botany","108","11","2112-2126","WOS:000716485700001","10.1002/ajb2.1793","","#4019","Gallinat 2021","Meagan Oldfather (2024-10-09 03:57:25)(Select): Includes examples of how phenology changes may mediate a transboundary range shift (Figure 3);","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"54",NA,"Impact of climate change and other factors on emerging arbovirus diseases","Gould, E. A.; Higgs, S.","While some sceptics remain unconvinced that global climate change is a reality,there is no doubt that during the past 50 years or so, patterns of emerging arbovirus diseases have changed significantly. Can this be attributed to climate change? Climate is a major factor in determining: (1) the geographic and temporal distribution of arthropods; (2) characteristics of arthropod life cycles; (3) dispersal patterns of associated arboviruses; (4) the evolution of arboviruses; and (5) the efficiency with which they are transmitted from arthropods to vertebrate hosts. Thus, under the influence of increasing temperatures and rainfall through warming of the oceans, and alteration of the natural cycles that stabilise climate, one is inevitably drawn to the conclusion that arboviruses will continue to emerge in new regions. For example, we cannot ignore the unexpected but successful establishment of chikungunya fever in northern Itaty, the sudden appearance of West Nile virus in North America, the increasing frequency of Rift Valley fever epidemics in the Arabian Peninsula, and very recently, the emergence of Btuetongue virus in northern Europe. In this brief review we ask the question, are these diseases emerging because of climate change or do other factors play an equal or even more important rote in their emergence? (C) 2008 Royal Society of Tropical Medicine and Hygiene. Published by Elsevier Ltd. All rights reserved.",2009,"FEB","Transactions of the Royal Society of Tropical Medicine and Hygiene","103","2","109-121","WOS:000263396700001","10.1016/j.trstmh.2008.07.025","","#4444","Gould 2009","Elliott Parsons (2024-11-15 06:09:15)(Select): flow = west nile virus in vectors - crossed from NY into Canada -year 2000-2001 - but was climate change involved? flow = vectors, however, looks like climate change is not known to have played a role in the spread between borders here - migratory birds may have played a role. Only 1 of the four diseases (which was in Europe) in this paper did they say climate change played an actual role in spread.; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"55",NA,"Analysis of Invasive Insects: Links to Climate Change","Gutierrez, A. P.; Ponti, L.","Climate change is expected to alter the geographic distribution and abundance of many species, to increase the invasion of new areas by exotic species and, in some cases, to lead to species extinction. This chapter reviews some of the links between invasive insects and climate change. The effects of climate change on insect pest populations can be direct, through impacts on their physiology and behaviour, or indirect, through biotic interactions (i.e. bottom-up and top-down effects). Anthropogenic climate and global change is expected to be a major driver in the introduction, establishment, distribution, impact and changes in the efficacy of mitigation strategies for invasive species. To address these problems, we must be able to predict climate change impacts on species distribution and abundance. Commonly used ecological niche model ling approaches have implicit assumptions about the biology of the target species and attempt to characterize the ecological niche using aggregate weather and other factors in the area of recorded distribution. More holistic physiologically based demographic modelling approaches explicitly describe the biological and physiological responses of species to weather and the species they interact with on fine temporal and spatial scales. The geographic distribution and relative abundance of four invasive insect pests are reviewed under observed and +2 degrees C weather scenarios across the USA and Mexico: the tropical New World screwworm, the pink bollworm, the Mediterranean fruit fly (i.e. medfly) and the olive fly. The distribution of the olive fly is examined across the Mediterranean basin to illustrate the transferability of the model to analyses of new regions and climate change scenarios.",2014,"","Invasive species and global climate change","4","","45-61","WOS:000355559800005","10.1079/9781780641645.0000","","#4679","Gutierrez 2014","Anna LoPresti (2024-08-27 05:29:22)(Select): this is a book chapter;","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"56",NA,"Species Introductions and Their Cascading Impacts on Biotic Interactions in desert riparian ecosystems","Hultine, K. R.; Bean, D. W.; Dudley, T. L.; Gehring, C. A.","Synopsis Desert riparian ecosystems of North America are hotspots of biodiversity that support many sensitive species, and are in a region experiencing some of the highest rates of climatic alteration in North America. Fremont cottonwood, Populus fremontii, is a foundation tree species of this critical habitat, but it is threatened by global warming and regional drying, and by a non-native tree/shrub, Tamarix spp., all of which can disrupt the mutualism between P. fremontii and its beneficial mycorrhizal fungal communities. Specialist herbivorous leaf beetles (Diorhabda spp.) introduced for biocontrol of Tamarix are altering the relationship between this shrub and its environment. Repeated episodic feeding on Tamarix foliage by Diorhabda results in varying rates of dieback and mortality, depending on genetic variation in allocation of resources, growing conditions, and phenological synchrony between herbivore and host plant. In this article, we review the complex interaction between climatic change and species introductions and their combined impacts on P. fremontii and their associated communities. We anticipate that (1) certain genotypes of P. fremontii will respond more favorably to the presence of Tamarix and to climatic change due to varying selection pressures to cope with competition and stress; (2) the ongoing evolution of Diorhabda's life cycle timing will continue to facilitate its expansion in North America, and will over time enhance herbivore impact to Tamarix; (3) defoliation by Diorhabda will reduce the negative impact of Tamarix on P. fremontii associations with mycorrhizal fungi; and (4) spatial variability in climate and climatic change will modify the capacity for Tamarix to survive episodic defoliation by Diorhabda, thereby altering the relationship between Tamarix and P. fremontii, and its associated mycorrhizal fungal communities. Given the complex biotic/abiotic interactions outlined in this review, conservation biologists and riparian ecosystem managers should strive to identify and conserve the phenotypic traits that underpin tolerance and resistance to stressors such as climate change and species invasion. Such efforts will greatly enhance conservation restoration efficacy for protecting P. fremontii forests and their associated communities.",2015,"OCT","Integrative and Comparative Biology","55","4","587-601","WOS:000362672100004","10.1093/icb/icv019","","#5395","Hultine 2015","","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"57",NA,"Geographic barriers but not life history traits shape the phylogeography of North American mammals","Jensen, A. J.; Cove, M. V.; Goldstein, B. R.; Kays, R.; McShea, W.; Pacifici, K.; Rooney, B.; Kierepka, E.","AimSynthesize literature on genetic structure within species to understand how geographic features and species traits influence past responses to climate change.LocationNorth America.Time PeriodWe synthesized phylogeographic studies from 1978 to 2023, which describe genetic lineages that diverged during the Pleistocene (>= 11,700 years ago).Major Taxa StudiedMammals.MethodsWe conducted a literature review to map genetic breaks in species distributions, then tested a set of geographic hypotheses (e.g., mountains, rivers) to explain their position by comparing break locations to a grid within each species' sampled range using logistic regression. We then conducted a meta-analysis using species-specific model estimates to ask if life-history traits explained variation in which barriers were most important in species' past response to climate change.ResultsOur findings reveal heterogeneity in both where North American mammal phylogeography has been studied and the density of genetic breaks across 229 species. We found relatively high concordance among carnivores, ungulates and lagomorphs, where breaks were associated with mountains, major water bodies and relatively even terrain. In contrast, we found high variability within rodents and shrews, and no evidence that intrinsic factors related to dispersal ability explained the importance of hypothesized barriers across all species.Main ConclusionsSouthern Mexico is a hotspot for genetic breaks that has yet to be integrated into the broader story of North American phylogeography. We show that mountains and major water bodies play particularly important roles as barriers, but substantial variation across species within orders suggests that there is more to the story besides shared climatic or phylogenetic histories. Thus, understanding the phylogeography of individual species will continue to be important given that our results suggest high variability in how species may respond to future global change.",2024,"2024 JUN 6","Global Ecology and Biogeography","","","","WOS:001239162000001","10.1111/geb.13875","","#5704","Jensen 2024","","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"58",NA,"Implications of climate warming for Boreal Shield lakes: a review and synthesis","Keller, W.","Climate change is. a reality. A warming climate will have large effects on lakes of the Boreal Shield. Our ability to forecast these effects, however, is hampered by a very incomplete understanding of the actual interactions between weather and many aspects of lake ecosystems. Climate change will affect lakes in very complex ways. Changing weather conditions will have direct effects on thermal habitats; however, there will also be very important indirect effects on lake ecosystems through influences on watershed processes that affect the thermal and chemical characteristics of lakes. Altered habitat conditions will affect the resident biota in both positive and negative ways and may favour range expansions of some native and non-native species. Our understanding of the altered biological interactions that will structure lake communities in a warmer climate is still limited, making the prediction of biological outcomes very difficult. Modelling efforts, experiments and empirical analyses of relationships between important attributes of lakes, lake communities, and weather conditions in the past are beginning to further our ability to predict likely future effects. Much more work is needed in all these research areas to further our understanding of the probable effects of climate change on Boreal Shield lakes. Because of the potential interactions of climate with other large-scale environmental stressors such as UV-B irradiance, exotic species invasions, base cation depletion, and acidification, future studies need to consider multiple stressor effects.",2007,"","Environmental Reviews","15","","99-112","WOS:000253048300005","10.1139/A07-002","","#6099","Keller 2007","","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
