"","Impact","Driver","ImpactDirection","count"
"400","X2.12.Impact..Abundance","driver.Air.temperature.variability","Increase",31
"401","X2.12.Impact..Abundance","driver.Air.temperature.variability","Decrease",51
"402","X2.12.Impact..Abundance","driver.Air.temperature.variability","Complex",54
"403","X2.12.Impact..Richness","driver.Air.temperature.variability","Increase",12
"404","X2.12.Impact..Richness","driver.Air.temperature.variability","Decrease",16
"405","X2.12.Impact..Richness","driver.Air.temperature.variability","Complex",36
"406","X2.12.Impact..Richness","driver.Air.temperature.variability","NoChange",2
"407","X2.12.Impact..Loss","driver.Air.temperature.variability","Increase",26
"408","X2.12.Impact..Loss","driver.Air.temperature.variability","Decrease",7
"409","X2.12.Impact..Loss","driver.Air.temperature.variability","Complex",17
"410","X2.12.Impact..Loss","driver.Air.temperature.variability","NoChange",5
"411","X2.12.Impact..Disease","driver.Air.temperature.variability","Increase",61
"412","X2.12.Impact..Disease","driver.Air.temperature.variability","Complex",12
"413","X2.12.Impact..Disease","driver.Air.temperature.variability","NoChange",4
"414","X2.12.Impact..Invasion","driver.Air.temperature.variability","Increase",53
"415","X2.12.Impact..Invasion","driver.Air.temperature.variability","Complex",7
"416","X2.12.Impact..Invasion","driver.Air.temperature.variability","NoChange",2
"417","X2.12.Impact..Composition","driver.Air.temperature.variability","Increase",22
"418","X2.12.Impact..Composition","driver.Air.temperature.variability","Decrease",2
"419","X2.12.Impact..Composition","driver.Air.temperature.variability","Complex",77
"420","X2.12.Impact..Composition","driver.Air.temperature.variability","NoChange",3
"421","X2.12.Impact..Genetics","driver.Air.temperature.variability","Increase",2
"422","X2.12.Impact..Genetics","driver.Air.temperature.variability","Decrease",8
"423","X2.12.Impact..Genetics","driver.Air.temperature.variability","Complex",17
"424","X2.12.Impact..Genetics","driver.Air.temperature.variability","NoChange",5
"425","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.variability","Increase",25
"426","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.variability","Decrease",5
"427","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.variability","Complex",2
"428","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.variability","NoChange",2
"429","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.variability","Increase",7
"430","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.variability","Decrease",4
"431","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.variability","Complex",5
"432","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.variability","NoChange",2
"433","X2.12.Impact..Urbanization","driver.Air.temperature.variability","Increase",13
"434","X2.12.Impact..Urbanization","driver.Air.temperature.variability","Decrease",1
"435","X2.12.Impact..Urbanization","driver.Air.temperature.variability","Complex",1
"436","X2.12.Impact..Urbanization","driver.Air.temperature.variability","NoChange",3
"437","X2.12.Impact..Connectivity","driver.Air.temperature.variability","Increase",9
"438","X2.12.Impact..Connectivity","driver.Air.temperature.variability","Decrease",17
"439","X2.12.Impact..Connectivity","driver.Air.temperature.variability","Complex",10
"440","X2.12.Impact..Connectivity","driver.Air.temperature.variability","NoChange",2
"441","X2.12.Impact..Trophic","driver.Air.temperature.variability","Increase",15
"442","X2.12.Impact..Trophic","driver.Air.temperature.variability","Decrease",3
"443","X2.12.Impact..Trophic","driver.Air.temperature.variability","Complex",41
"444","X2.12.Impact..Trophic","driver.Air.temperature.variability","NoChange",7
"445","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.variability","Increase",5
"446","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.variability","Decrease",3
"447","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.variability","Complex",8
"448","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.variability","NoChange",3
"449","X2.12.Impact..Management","driver.Air.temperature.variability","Increase",13
"450","X2.12.Impact..Management","driver.Air.temperature.variability","Decrease",1
"451","X2.12.Impact..Management","driver.Air.temperature.variability","Complex",24
"452","X2.12.Impact..Management","driver.Air.temperature.variability","NoChange",5
"453","X2.12.Impact..Other","driver.Air.temperature.variability","Increase",18
"454","X2.12.Impact..Other","driver.Air.temperature.variability","Decrease",6
"455","X2.12.Impact..Other","driver.Air.temperature.variability","Complex",7
"456","X2.12.Impact..Other","driver.Air.temperature.variability","NoChange",4
"457","X2.12.Impact..Abundance","driver.Precipitation.directional.change","Increase",31
"458","X2.12.Impact..Abundance","driver.Precipitation.directional.change","Decrease",51
"459","X2.12.Impact..Abundance","driver.Precipitation.directional.change","Complex",54
"460","X2.12.Impact..Richness","driver.Precipitation.directional.change","Increase",12
"461","X2.12.Impact..Richness","driver.Precipitation.directional.change","Decrease",16
"462","X2.12.Impact..Richness","driver.Precipitation.directional.change","Complex",36
"463","X2.12.Impact..Richness","driver.Precipitation.directional.change","NoChange",2
"464","X2.12.Impact..Loss","driver.Precipitation.directional.change","Increase",26
"465","X2.12.Impact..Loss","driver.Precipitation.directional.change","Decrease",7
"466","X2.12.Impact..Loss","driver.Precipitation.directional.change","Complex",17
"467","X2.12.Impact..Loss","driver.Precipitation.directional.change","NoChange",5
"468","X2.12.Impact..Disease","driver.Precipitation.directional.change","Increase",61
"469","X2.12.Impact..Disease","driver.Precipitation.directional.change","Complex",12
"470","X2.12.Impact..Disease","driver.Precipitation.directional.change","NoChange",4
"471","X2.12.Impact..Invasion","driver.Precipitation.directional.change","Increase",53
"472","X2.12.Impact..Invasion","driver.Precipitation.directional.change","Complex",7
"473","X2.12.Impact..Invasion","driver.Precipitation.directional.change","NoChange",2
"474","X2.12.Impact..Composition","driver.Precipitation.directional.change","Increase",22
"475","X2.12.Impact..Composition","driver.Precipitation.directional.change","Decrease",2
"476","X2.12.Impact..Composition","driver.Precipitation.directional.change","Complex",77
"477","X2.12.Impact..Composition","driver.Precipitation.directional.change","NoChange",3
"478","X2.12.Impact..Genetics","driver.Precipitation.directional.change","Increase",2
"479","X2.12.Impact..Genetics","driver.Precipitation.directional.change","Decrease",8
"480","X2.12.Impact..Genetics","driver.Precipitation.directional.change","Complex",17
"481","X2.12.Impact..Genetics","driver.Precipitation.directional.change","NoChange",5
"482","X2.12.Impact..Land.Use.Loss","driver.Precipitation.directional.change","Increase",25
"483","X2.12.Impact..Land.Use.Loss","driver.Precipitation.directional.change","Decrease",5
"484","X2.12.Impact..Land.Use.Loss","driver.Precipitation.directional.change","Complex",2
"485","X2.12.Impact..Land.Use.Loss","driver.Precipitation.directional.change","NoChange",2
"486","X2.12.Impact..Land.Use.Restore","driver.Precipitation.directional.change","Increase",7
"487","X2.12.Impact..Land.Use.Restore","driver.Precipitation.directional.change","Decrease",4
"488","X2.12.Impact..Land.Use.Restore","driver.Precipitation.directional.change","Complex",5
"489","X2.12.Impact..Land.Use.Restore","driver.Precipitation.directional.change","NoChange",2
"490","X2.12.Impact..Urbanization","driver.Precipitation.directional.change","Increase",13
"491","X2.12.Impact..Urbanization","driver.Precipitation.directional.change","Decrease",1
"492","X2.12.Impact..Urbanization","driver.Precipitation.directional.change","Complex",1
"493","X2.12.Impact..Urbanization","driver.Precipitation.directional.change","NoChange",3
"494","X2.12.Impact..Connectivity","driver.Precipitation.directional.change","Increase",9
"495","X2.12.Impact..Connectivity","driver.Precipitation.directional.change","Decrease",17
"496","X2.12.Impact..Connectivity","driver.Precipitation.directional.change","Complex",10
"497","X2.12.Impact..Connectivity","driver.Precipitation.directional.change","NoChange",2
"498","X2.12.Impact..Trophic","driver.Precipitation.directional.change","Increase",15
"499","X2.12.Impact..Trophic","driver.Precipitation.directional.change","Decrease",3
"500","X2.12.Impact..Trophic","driver.Precipitation.directional.change","Complex",41
"501","X2.12.Impact..Trophic","driver.Precipitation.directional.change","NoChange",7
"502","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.directional.change","Increase",5
"503","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.directional.change","Decrease",3
"504","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.directional.change","Complex",8
"505","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.directional.change","NoChange",3
"506","X2.12.Impact..Management","driver.Precipitation.directional.change","Increase",13
"507","X2.12.Impact..Management","driver.Precipitation.directional.change","Decrease",1
"508","X2.12.Impact..Management","driver.Precipitation.directional.change","Complex",24
"509","X2.12.Impact..Management","driver.Precipitation.directional.change","NoChange",5
"510","X2.12.Impact..Other","driver.Precipitation.directional.change","Increase",18
"511","X2.12.Impact..Other","driver.Precipitation.directional.change","Decrease",6
"512","X2.12.Impact..Other","driver.Precipitation.directional.change","Complex",7
"513","X2.12.Impact..Other","driver.Precipitation.directional.change","NoChange",4
"514","X2.12.Impact..Abundance","driver.Precipitation.variability","Increase",31
"515","X2.12.Impact..Abundance","driver.Precipitation.variability","Decrease",51
"516","X2.12.Impact..Abundance","driver.Precipitation.variability","Complex",54
"517","X2.12.Impact..Richness","driver.Precipitation.variability","Increase",12
"518","X2.12.Impact..Richness","driver.Precipitation.variability","Decrease",16
"519","X2.12.Impact..Richness","driver.Precipitation.variability","Complex",36
"520","X2.12.Impact..Richness","driver.Precipitation.variability","NoChange",2
"521","X2.12.Impact..Loss","driver.Precipitation.variability","Increase",26
"522","X2.12.Impact..Loss","driver.Precipitation.variability","Decrease",7
"523","X2.12.Impact..Loss","driver.Precipitation.variability","Complex",17
"524","X2.12.Impact..Loss","driver.Precipitation.variability","NoChange",5
"525","X2.12.Impact..Disease","driver.Precipitation.variability","Increase",61
"526","X2.12.Impact..Disease","driver.Precipitation.variability","Complex",12
"527","X2.12.Impact..Disease","driver.Precipitation.variability","NoChange",4
"528","X2.12.Impact..Invasion","driver.Precipitation.variability","Increase",53
"529","X2.12.Impact..Invasion","driver.Precipitation.variability","Complex",7
"530","X2.12.Impact..Invasion","driver.Precipitation.variability","NoChange",2
"531","X2.12.Impact..Composition","driver.Precipitation.variability","Increase",22
"532","X2.12.Impact..Composition","driver.Precipitation.variability","Decrease",2
"533","X2.12.Impact..Composition","driver.Precipitation.variability","Complex",77
"534","X2.12.Impact..Composition","driver.Precipitation.variability","NoChange",3
"535","X2.12.Impact..Genetics","driver.Precipitation.variability","Increase",2
"536","X2.12.Impact..Genetics","driver.Precipitation.variability","Decrease",8
"537","X2.12.Impact..Genetics","driver.Precipitation.variability","Complex",17
"538","X2.12.Impact..Genetics","driver.Precipitation.variability","NoChange",5
"539","X2.12.Impact..Land.Use.Loss","driver.Precipitation.variability","Increase",25
"540","X2.12.Impact..Land.Use.Loss","driver.Precipitation.variability","Decrease",5
"541","X2.12.Impact..Land.Use.Loss","driver.Precipitation.variability","Complex",2
"542","X2.12.Impact..Land.Use.Loss","driver.Precipitation.variability","NoChange",2
"543","X2.12.Impact..Land.Use.Restore","driver.Precipitation.variability","Increase",7
"544","X2.12.Impact..Land.Use.Restore","driver.Precipitation.variability","Decrease",4
"545","X2.12.Impact..Land.Use.Restore","driver.Precipitation.variability","Complex",5
"546","X2.12.Impact..Land.Use.Restore","driver.Precipitation.variability","NoChange",2
"547","X2.12.Impact..Urbanization","driver.Precipitation.variability","Increase",13
"548","X2.12.Impact..Urbanization","driver.Precipitation.variability","Decrease",1
"549","X2.12.Impact..Urbanization","driver.Precipitation.variability","Complex",1
"550","X2.12.Impact..Urbanization","driver.Precipitation.variability","NoChange",3
"551","X2.12.Impact..Connectivity","driver.Precipitation.variability","Increase",9
"552","X2.12.Impact..Connectivity","driver.Precipitation.variability","Decrease",17
"553","X2.12.Impact..Connectivity","driver.Precipitation.variability","Complex",10
"554","X2.12.Impact..Connectivity","driver.Precipitation.variability","NoChange",2
"555","X2.12.Impact..Trophic","driver.Precipitation.variability","Increase",15
"556","X2.12.Impact..Trophic","driver.Precipitation.variability","Decrease",3
"557","X2.12.Impact..Trophic","driver.Precipitation.variability","Complex",41
"558","X2.12.Impact..Trophic","driver.Precipitation.variability","NoChange",7
"559","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.variability","Increase",5
"560","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.variability","Decrease",3
"561","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.variability","Complex",8
"562","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.variability","NoChange",3
"563","X2.12.Impact..Management","driver.Precipitation.variability","Increase",13
"564","X2.12.Impact..Management","driver.Precipitation.variability","Decrease",1
"565","X2.12.Impact..Management","driver.Precipitation.variability","Complex",24
"566","X2.12.Impact..Management","driver.Precipitation.variability","NoChange",5
"567","X2.12.Impact..Other","driver.Precipitation.variability","Increase",18
"568","X2.12.Impact..Other","driver.Precipitation.variability","Decrease",6
"569","X2.12.Impact..Other","driver.Precipitation.variability","Complex",7
"570","X2.12.Impact..Other","driver.Precipitation.variability","NoChange",4
"571","X2.12.Impact..Abundance","driver.Wildfires","Increase",31
"572","X2.12.Impact..Abundance","driver.Wildfires","Decrease",51
"573","X2.12.Impact..Abundance","driver.Wildfires","Complex",54
"574","X2.12.Impact..Richness","driver.Wildfires","Increase",12
"575","X2.12.Impact..Richness","driver.Wildfires","Decrease",16
"576","X2.12.Impact..Richness","driver.Wildfires","Complex",36
"577","X2.12.Impact..Richness","driver.Wildfires","NoChange",2
"578","X2.12.Impact..Loss","driver.Wildfires","Increase",26
"579","X2.12.Impact..Loss","driver.Wildfires","Decrease",7
"580","X2.12.Impact..Loss","driver.Wildfires","Complex",17
"581","X2.12.Impact..Loss","driver.Wildfires","NoChange",5
"582","X2.12.Impact..Disease","driver.Wildfires","Increase",61
"583","X2.12.Impact..Disease","driver.Wildfires","Complex",12
"584","X2.12.Impact..Disease","driver.Wildfires","NoChange",4
"585","X2.12.Impact..Invasion","driver.Wildfires","Increase",53
"586","X2.12.Impact..Invasion","driver.Wildfires","Complex",7
"587","X2.12.Impact..Invasion","driver.Wildfires","NoChange",2
"588","X2.12.Impact..Composition","driver.Wildfires","Increase",22
"589","X2.12.Impact..Composition","driver.Wildfires","Decrease",2
"590","X2.12.Impact..Composition","driver.Wildfires","Complex",77
"591","X2.12.Impact..Composition","driver.Wildfires","NoChange",3
"592","X2.12.Impact..Genetics","driver.Wildfires","Increase",2
"593","X2.12.Impact..Genetics","driver.Wildfires","Decrease",8
"594","X2.12.Impact..Genetics","driver.Wildfires","Complex",17
"595","X2.12.Impact..Genetics","driver.Wildfires","NoChange",5
"596","X2.12.Impact..Land.Use.Loss","driver.Wildfires","Increase",25
"597","X2.12.Impact..Land.Use.Loss","driver.Wildfires","Decrease",5
"598","X2.12.Impact..Land.Use.Loss","driver.Wildfires","Complex",2
"599","X2.12.Impact..Land.Use.Loss","driver.Wildfires","NoChange",2
"600","X2.12.Impact..Land.Use.Restore","driver.Wildfires","Increase",7
"601","X2.12.Impact..Land.Use.Restore","driver.Wildfires","Decrease",4
"602","X2.12.Impact..Land.Use.Restore","driver.Wildfires","Complex",5
"603","X2.12.Impact..Land.Use.Restore","driver.Wildfires","NoChange",2
"604","X2.12.Impact..Urbanization","driver.Wildfires","Increase",13
"605","X2.12.Impact..Urbanization","driver.Wildfires","Decrease",1
"606","X2.12.Impact..Urbanization","driver.Wildfires","Complex",1
"607","X2.12.Impact..Urbanization","driver.Wildfires","NoChange",3
"608","X2.12.Impact..Connectivity","driver.Wildfires","Increase",9
"609","X2.12.Impact..Connectivity","driver.Wildfires","Decrease",17
"610","X2.12.Impact..Connectivity","driver.Wildfires","Complex",10
"611","X2.12.Impact..Connectivity","driver.Wildfires","NoChange",2
"612","X2.12.Impact..Trophic","driver.Wildfires","Increase",15
"613","X2.12.Impact..Trophic","driver.Wildfires","Decrease",3
"614","X2.12.Impact..Trophic","driver.Wildfires","Complex",41
"615","X2.12.Impact..Trophic","driver.Wildfires","NoChange",7
"616","X2.12.Impact..Indigenous.Knowledge","driver.Wildfires","Increase",5
"617","X2.12.Impact..Indigenous.Knowledge","driver.Wildfires","Decrease",3
"618","X2.12.Impact..Indigenous.Knowledge","driver.Wildfires","Complex",8
"619","X2.12.Impact..Indigenous.Knowledge","driver.Wildfires","NoChange",3
"620","X2.12.Impact..Management","driver.Wildfires","Increase",13
"621","X2.12.Impact..Management","driver.Wildfires","Decrease",1
"622","X2.12.Impact..Management","driver.Wildfires","Complex",24
"623","X2.12.Impact..Management","driver.Wildfires","NoChange",5
"624","X2.12.Impact..Other","driver.Wildfires","Increase",18
"625","X2.12.Impact..Other","driver.Wildfires","Decrease",6
"626","X2.12.Impact..Other","driver.Wildfires","Complex",7
"627","X2.12.Impact..Other","driver.Wildfires","NoChange",4
"628","X2.12.Impact..Abundance","driver.Sea.temperature.change","Increase",31
"629","X2.12.Impact..Abundance","driver.Sea.temperature.change","Decrease",51
"630","X2.12.Impact..Abundance","driver.Sea.temperature.change","Complex",54
"631","X2.12.Impact..Richness","driver.Sea.temperature.change","Increase",12
"632","X2.12.Impact..Richness","driver.Sea.temperature.change","Decrease",16
"633","X2.12.Impact..Richness","driver.Sea.temperature.change","Complex",36
"634","X2.12.Impact..Richness","driver.Sea.temperature.change","NoChange",2
"635","X2.12.Impact..Loss","driver.Sea.temperature.change","Increase",26
"636","X2.12.Impact..Loss","driver.Sea.temperature.change","Decrease",7
"637","X2.12.Impact..Loss","driver.Sea.temperature.change","Complex",17
"638","X2.12.Impact..Loss","driver.Sea.temperature.change","NoChange",5
"639","X2.12.Impact..Disease","driver.Sea.temperature.change","Increase",61
"640","X2.12.Impact..Disease","driver.Sea.temperature.change","Complex",12
"641","X2.12.Impact..Disease","driver.Sea.temperature.change","NoChange",4
"642","X2.12.Impact..Invasion","driver.Sea.temperature.change","Increase",53
"643","X2.12.Impact..Invasion","driver.Sea.temperature.change","Complex",7
"644","X2.12.Impact..Invasion","driver.Sea.temperature.change","NoChange",2
"645","X2.12.Impact..Composition","driver.Sea.temperature.change","Increase",22
"646","X2.12.Impact..Composition","driver.Sea.temperature.change","Decrease",2
"647","X2.12.Impact..Composition","driver.Sea.temperature.change","Complex",77
"648","X2.12.Impact..Composition","driver.Sea.temperature.change","NoChange",3
"649","X2.12.Impact..Genetics","driver.Sea.temperature.change","Increase",2
"650","X2.12.Impact..Genetics","driver.Sea.temperature.change","Decrease",8
"651","X2.12.Impact..Genetics","driver.Sea.temperature.change","Complex",17
"652","X2.12.Impact..Genetics","driver.Sea.temperature.change","NoChange",5
"653","X2.12.Impact..Land.Use.Loss","driver.Sea.temperature.change","Increase",25
"654","X2.12.Impact..Land.Use.Loss","driver.Sea.temperature.change","Decrease",5
"655","X2.12.Impact..Land.Use.Loss","driver.Sea.temperature.change","Complex",2
"656","X2.12.Impact..Land.Use.Loss","driver.Sea.temperature.change","NoChange",2
"657","X2.12.Impact..Land.Use.Restore","driver.Sea.temperature.change","Increase",7
"658","X2.12.Impact..Land.Use.Restore","driver.Sea.temperature.change","Decrease",4
"659","X2.12.Impact..Land.Use.Restore","driver.Sea.temperature.change","Complex",5
"660","X2.12.Impact..Land.Use.Restore","driver.Sea.temperature.change","NoChange",2
"661","X2.12.Impact..Urbanization","driver.Sea.temperature.change","Increase",13
"662","X2.12.Impact..Urbanization","driver.Sea.temperature.change","Decrease",1
"663","X2.12.Impact..Urbanization","driver.Sea.temperature.change","Complex",1
"664","X2.12.Impact..Urbanization","driver.Sea.temperature.change","NoChange",3
"665","X2.12.Impact..Connectivity","driver.Sea.temperature.change","Increase",9
"666","X2.12.Impact..Connectivity","driver.Sea.temperature.change","Decrease",17
"667","X2.12.Impact..Connectivity","driver.Sea.temperature.change","Complex",10
"668","X2.12.Impact..Connectivity","driver.Sea.temperature.change","NoChange",2
"669","X2.12.Impact..Trophic","driver.Sea.temperature.change","Increase",15
"670","X2.12.Impact..Trophic","driver.Sea.temperature.change","Decrease",3
"671","X2.12.Impact..Trophic","driver.Sea.temperature.change","Complex",41
"672","X2.12.Impact..Trophic","driver.Sea.temperature.change","NoChange",7
"673","X2.12.Impact..Indigenous.Knowledge","driver.Sea.temperature.change","Increase",5
"674","X2.12.Impact..Indigenous.Knowledge","driver.Sea.temperature.change","Decrease",3
"675","X2.12.Impact..Indigenous.Knowledge","driver.Sea.temperature.change","Complex",8
"676","X2.12.Impact..Indigenous.Knowledge","driver.Sea.temperature.change","NoChange",3
"677","X2.12.Impact..Management","driver.Sea.temperature.change","Increase",13
"678","X2.12.Impact..Management","driver.Sea.temperature.change","Decrease",1
"679","X2.12.Impact..Management","driver.Sea.temperature.change","Complex",24
"680","X2.12.Impact..Management","driver.Sea.temperature.change","NoChange",5
"681","X2.12.Impact..Other","driver.Sea.temperature.change","Increase",18
"682","X2.12.Impact..Other","driver.Sea.temperature.change","Decrease",6
"683","X2.12.Impact..Other","driver.Sea.temperature.change","Complex",7
"684","X2.12.Impact..Other","driver.Sea.temperature.change","NoChange",4
"685","X2.12.Impact..Abundance","driver.water.availability","Increase",31
"686","X2.12.Impact..Abundance","driver.water.availability","Decrease",51
"687","X2.12.Impact..Abundance","driver.water.availability","Complex",54
"688","X2.12.Impact..Richness","driver.water.availability","Increase",12
"689","X2.12.Impact..Richness","driver.water.availability","Decrease",16
"690","X2.12.Impact..Richness","driver.water.availability","Complex",36
"691","X2.12.Impact..Richness","driver.water.availability","NoChange",2
"692","X2.12.Impact..Loss","driver.water.availability","Increase",26
"693","X2.12.Impact..Loss","driver.water.availability","Decrease",7
"694","X2.12.Impact..Loss","driver.water.availability","Complex",17
"695","X2.12.Impact..Loss","driver.water.availability","NoChange",5
"696","X2.12.Impact..Disease","driver.water.availability","Increase",61
"697","X2.12.Impact..Disease","driver.water.availability","Complex",12
"698","X2.12.Impact..Disease","driver.water.availability","NoChange",4
"699","X2.12.Impact..Invasion","driver.water.availability","Increase",53
"700","X2.12.Impact..Invasion","driver.water.availability","Complex",7
"701","X2.12.Impact..Invasion","driver.water.availability","NoChange",2
"702","X2.12.Impact..Composition","driver.water.availability","Increase",22
"703","X2.12.Impact..Composition","driver.water.availability","Decrease",2
"704","X2.12.Impact..Composition","driver.water.availability","Complex",77
"705","X2.12.Impact..Composition","driver.water.availability","NoChange",3
"706","X2.12.Impact..Genetics","driver.water.availability","Increase",2
"707","X2.12.Impact..Genetics","driver.water.availability","Decrease",8
"708","X2.12.Impact..Genetics","driver.water.availability","Complex",17
"709","X2.12.Impact..Genetics","driver.water.availability","NoChange",5
"710","X2.12.Impact..Land.Use.Loss","driver.water.availability","Increase",25
"711","X2.12.Impact..Land.Use.Loss","driver.water.availability","Decrease",5
"712","X2.12.Impact..Land.Use.Loss","driver.water.availability","Complex",2
"713","X2.12.Impact..Land.Use.Loss","driver.water.availability","NoChange",2
"714","X2.12.Impact..Land.Use.Restore","driver.water.availability","Increase",7
"715","X2.12.Impact..Land.Use.Restore","driver.water.availability","Decrease",4
"716","X2.12.Impact..Land.Use.Restore","driver.water.availability","Complex",5
"717","X2.12.Impact..Land.Use.Restore","driver.water.availability","NoChange",2
"718","X2.12.Impact..Urbanization","driver.water.availability","Increase",13
"719","X2.12.Impact..Urbanization","driver.water.availability","Decrease",1
"720","X2.12.Impact..Urbanization","driver.water.availability","Complex",1
"721","X2.12.Impact..Urbanization","driver.water.availability","NoChange",3
"722","X2.12.Impact..Connectivity","driver.water.availability","Increase",9
"723","X2.12.Impact..Connectivity","driver.water.availability","Decrease",17
"724","X2.12.Impact..Connectivity","driver.water.availability","Complex",10
"725","X2.12.Impact..Connectivity","driver.water.availability","NoChange",2
"726","X2.12.Impact..Trophic","driver.water.availability","Increase",15
"727","X2.12.Impact..Trophic","driver.water.availability","Decrease",3
"728","X2.12.Impact..Trophic","driver.water.availability","Complex",41
"729","X2.12.Impact..Trophic","driver.water.availability","NoChange",7
"730","X2.12.Impact..Indigenous.Knowledge","driver.water.availability","Increase",5
"731","X2.12.Impact..Indigenous.Knowledge","driver.water.availability","Decrease",3
"732","X2.12.Impact..Indigenous.Knowledge","driver.water.availability","Complex",8
"733","X2.12.Impact..Indigenous.Knowledge","driver.water.availability","NoChange",3
"734","X2.12.Impact..Management","driver.water.availability","Increase",13
"735","X2.12.Impact..Management","driver.water.availability","Decrease",1
"736","X2.12.Impact..Management","driver.water.availability","Complex",24
"737","X2.12.Impact..Management","driver.water.availability","NoChange",5
"738","X2.12.Impact..Other","driver.water.availability","Increase",18
"739","X2.12.Impact..Other","driver.water.availability","Decrease",6
"740","X2.12.Impact..Other","driver.water.availability","Complex",7
"741","X2.12.Impact..Other","driver.water.availability","NoChange",4
"742","X2.12.Impact..Abundance","driver.extreme.weather","Increase",31
"743","X2.12.Impact..Abundance","driver.extreme.weather","Decrease",51
"744","X2.12.Impact..Abundance","driver.extreme.weather","Complex",54
"745","X2.12.Impact..Richness","driver.extreme.weather","Increase",12
"746","X2.12.Impact..Richness","driver.extreme.weather","Decrease",16
"747","X2.12.Impact..Richness","driver.extreme.weather","Complex",36
"748","X2.12.Impact..Richness","driver.extreme.weather","NoChange",2
"749","X2.12.Impact..Loss","driver.extreme.weather","Increase",26
"750","X2.12.Impact..Loss","driver.extreme.weather","Decrease",7
"751","X2.12.Impact..Loss","driver.extreme.weather","Complex",17
"752","X2.12.Impact..Loss","driver.extreme.weather","NoChange",5
"753","X2.12.Impact..Disease","driver.extreme.weather","Increase",61
"754","X2.12.Impact..Disease","driver.extreme.weather","Complex",12
"755","X2.12.Impact..Disease","driver.extreme.weather","NoChange",4
"756","X2.12.Impact..Invasion","driver.extreme.weather","Increase",53
"757","X2.12.Impact..Invasion","driver.extreme.weather","Complex",7
"758","X2.12.Impact..Invasion","driver.extreme.weather","NoChange",2
"759","X2.12.Impact..Composition","driver.extreme.weather","Increase",22
"760","X2.12.Impact..Composition","driver.extreme.weather","Decrease",2
"761","X2.12.Impact..Composition","driver.extreme.weather","Complex",77
"762","X2.12.Impact..Composition","driver.extreme.weather","NoChange",3
"763","X2.12.Impact..Genetics","driver.extreme.weather","Increase",2
"764","X2.12.Impact..Genetics","driver.extreme.weather","Decrease",8
"765","X2.12.Impact..Genetics","driver.extreme.weather","Complex",17
"766","X2.12.Impact..Genetics","driver.extreme.weather","NoChange",5
"767","X2.12.Impact..Land.Use.Loss","driver.extreme.weather","Increase",25
"768","X2.12.Impact..Land.Use.Loss","driver.extreme.weather","Decrease",5
"769","X2.12.Impact..Land.Use.Loss","driver.extreme.weather","Complex",2
"770","X2.12.Impact..Land.Use.Loss","driver.extreme.weather","NoChange",2
"771","X2.12.Impact..Land.Use.Restore","driver.extreme.weather","Increase",7
"772","X2.12.Impact..Land.Use.Restore","driver.extreme.weather","Decrease",4
"773","X2.12.Impact..Land.Use.Restore","driver.extreme.weather","Complex",5
"774","X2.12.Impact..Land.Use.Restore","driver.extreme.weather","NoChange",2
"775","X2.12.Impact..Urbanization","driver.extreme.weather","Increase",13
"776","X2.12.Impact..Urbanization","driver.extreme.weather","Decrease",1
"777","X2.12.Impact..Urbanization","driver.extreme.weather","Complex",1
"778","X2.12.Impact..Urbanization","driver.extreme.weather","NoChange",3
"779","X2.12.Impact..Connectivity","driver.extreme.weather","Increase",9
"780","X2.12.Impact..Connectivity","driver.extreme.weather","Decrease",17
"781","X2.12.Impact..Connectivity","driver.extreme.weather","Complex",10
"782","X2.12.Impact..Connectivity","driver.extreme.weather","NoChange",2
"783","X2.12.Impact..Trophic","driver.extreme.weather","Increase",15
"784","X2.12.Impact..Trophic","driver.extreme.weather","Decrease",3
"785","X2.12.Impact..Trophic","driver.extreme.weather","Complex",41
"786","X2.12.Impact..Trophic","driver.extreme.weather","NoChange",7
"787","X2.12.Impact..Indigenous.Knowledge","driver.extreme.weather","Increase",5
"788","X2.12.Impact..Indigenous.Knowledge","driver.extreme.weather","Decrease",3
"789","X2.12.Impact..Indigenous.Knowledge","driver.extreme.weather","Complex",8
"790","X2.12.Impact..Indigenous.Knowledge","driver.extreme.weather","NoChange",3
"791","X2.12.Impact..Management","driver.extreme.weather","Increase",13
