"","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study","socio_human","socio_biotic","socio_physical","human_biotic"
"43","Local knowledge and practice in disaster relief: A worldwide cross-cultural comparison of coping mechanisms","Pierro, R.; Ember, C. R.; Pitek, E.; Skoggard, I.","There is a growing interest and urgency in understanding and incorporating local knowledge and strategies into sustainable climate change adaptation. This is particularly important because as populations age and new technologies come on the scene, much local knowledge is lost to newer generations. For this reason, we have systematically examined 90 societies from the ethnographic record to explore and document the strategies that people in the past have implemented in response to serious natural hazards. Our review reveals a rich diversity of coping mechanisms and contingency plans used by societies around the world in response to different hazards, particularly floods and droughts. We collect, classify, and compare different types of coping mechanisms, focusing on four major types: technological, subsistence, economic and religious. We find that most societies employ multiple types of coping mechanisms, although our data suggest that technological coping mechanisms are the most common coping mechanisms in response to fast-onset hazards, whereas religious coping mechanisms are the most common mechanism used in response to slow-onset hazards. We also find that religious and nonreligious coping strategies are not antithetical to each other. In fact, an increased number of religious coping mechanisms is associated with an increased number of """"practical"""", nonreligious coping mechanisms.",2022,"JUN 15","INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION","76","","","WOS:000832968600001","10.1016/j.ijdrr.2022.102988","","#9609","Pierro 2022","Tyler McIntosh (2024-08-22 05:45:38)(Select): Documentation of shifts in adaptation techniques in relation to climate change & change-driven events such as fires. One could argue that here we have a flow of natural disasters shifting in regime and subsequently shifting sociocultural practices that impact the environment (e.g. development/management);","IK; Intervention; Sociocultural; Transboundary unclear; save for other sections",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"44","Merchant shipping's reliance on learning from incidents - A habit that needs to change for a challenging future","Pomeroy, R. V.; Earthy, J. V.","The safety record of the international merchant shipping industry has shown a continual improvement for a prolonged period due to its ability to learn from incidents and prevent recurrence; through training, education, technology development and regulatory change. However, the annual rate of ship losses has remained relatively unchanged in recent years. The industry has become accustomed to a safety regulatory regime based heavily on embedding lessons from incidents. That regime has served it well for more than a century but the industry is experiencing rapid change, which presents a challenge to this approach. This paper reviews the development of the maritime safety regulatory regime and the 'proof of need' attitude to new regulations that has been created. Regulators face challenges with changes in both technology and the operational model and the paper discusses these in the context of the desire to prevent future casualties without waiting for incidents. As future societal demands lead to the introduction of novel technology in order to solve massive challenges such as climate change the risks of incidents are likely to increase. The conclusion reached is that the industry has a strong culture based on a backward-facing approach to learning from incidents but to maintain a continual improvement in safety it has to adopt a forward-facing approach of similar rigour, using some form of 'learning without the incidents'. A way forward is postulated where 'synthetic lessons' from simulated incidents that have not actually happened are 'learned' and accepted as justification within the safety regulatory regime. (C) 2017 Elsevier Ltd. All rights reserved.",2017,"NOV","SAFETY SCIENCE","99","","45-57","WOS:000410011700006","10.1016/j.ssci.2017.01.014","","#9705","Pomeroy 2017","","Human movement; Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"45","Deliberative framing: opening up discussions for local-level public engagement on climate change","Romsdahl, R. J.","Impacts from climate change will significantly affect local governance, and efforts to develop adaptation and mitigation policies will require widespread public support. However, public engagement, and discussions of climate change, remains limited. A new approach to public engagement titled, deliberative framing, can help bridge political divides and provide opportunities to discover innovative policy options. This paper reviews deliberative democracy and framing where they have been applied to examine public engagement on climate change. Integrating insights from these fields can help develop a practice of deliberative framing for managing climate change mitigation and adaptation actions at local scales, to complement national and international efforts. This could assist with community-based agenda setting toward greater justice and the public good. Challenges include building capacity for reflexivity, communication, and public engagement among government actors, recognizing there are different ways to frame climate change and designing deliberative forums that are more inclusive of disparate groups and often underrepresented minorities.",2020,"SEP","Climatic Change","162","2","145-163","WOS:000538371800001","10.1007/s10584-020-02754-x","","#10382","Romsdahl 2020","Tyler McIntosh (2024-08-23 04:40:26)(Select): c1: yes
c2: yes, need for shifting governance structures
c3: unclear, but these types of local adaptations are likely to impact biodiversity (e.g flood planning). Including given section lead request for flexibility on this criteria
c4: yes: global, but specific mentions of N.Am geographies
c5: unclear, likeley; ","Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"46","Achieving ethical responsibilities in water management: A challenge","Rossi, G.","The problems of water management, including water scarcity, ecosystem degradation, and water related disasters are expected to be exacerbated by global trends such as climate changes, population growth, urban sprawl, and food uncertainty. In particular, population growth and climate change may have a considerable impact on agricultural water management goal of ensuring enough food for world's population. Such a situation calls for a new awareness on the role of international water law and for a full recognition of common ethical principles which must be applied at a world-wide and local levels. The aim of the paper is twofold: first, to review the recent efforts at reinforcing a legislative framework on water cooperation as well as on water rights, and second, to identify a set of ethical principles which can improve water governance and management at different levels. These principles - either drawn from the evolution of key-concepts within the """"water box"""" or derived from general environmental and social ethics - represent the basics for achieving ethical responsibility in integrated, sustainable, and equitable water resource development, particularly for agricultural use. (C) 2014 Elsevier B.V. All rights reserved.",2015,"JAN 1","Agricultural Water Management","147","","96-102","WOS:000344436500009","10.1016/j.agwat.2014.07.030","","#10422","Rossi 2015","Tyler McIntosh (2024-08-31 01:34:52)(Select): including this paper given section lead author request for flexibility on global papers that have clearly delineated international governance mechanisms

c1: yes
c2: not as explicit, but yes - mentions how various global phenomena (including climate change) will exacerbate water issues, driving need for changes in water governance
c3: mention of ideas such as ecosystem protection principle - yes
c4: global, no specific discussion of N.Am
c5: yes, discussion of international governance; Tyler McIntosh (2024-08-30 02:42:20)(Select): can't read full text, but it appears that this paper is too global and non-specific to be much use. It does appear to have international content that suggests something happening transboundary; ","Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"47","A global systematic literature review on sustainable soil management practices (1994-2022)","Sharna, S. C.; Maraseni, T.; Radanielson, A. M.","Sustainable Soil Management Practices (SSMP) offer potential benefits while conserving natural resources. However, the low adoption of SSMP limits the achievement of their full potential. To examine the current state of knowledge on SSMP adoption and identify research gaps, we systematically reviewed 269 peer-reviewed publications pooled from Scopus, Web of Science and ScienceDirect, covering the period from 1994 to 2022. We assessed the temporal and spatial transitions of SSMP adoption and identified a broad perspective of 14 themes on SSMP adoption and highlight the research trends and gaps. Prior to 2010, research on SSMP adoption was concentrated on a few themes and has become diversified in later years, covering emerging themes such as climate change and use Information and Communication Technology (ICT). Publications on SSMP adoption exhibited a global distribution, with particular emphasis on the African continent due to the flow of donors' funds driven by severe soil degradation and limited use of improved technologies in Africa. Studies on minimum soil disturbance were prevalent worldwide, with the highest number of publications. Our findings also indicate a strong research collaboration between developed and developing countries, showcasing donor-driven collaborative efforts and mutual benefits across different regions. This review however highlights the limited inclusion of local knowledge in SSMP promotion and recommends a bottom-up approach for future initiatives. In the discussion section, different critical factors of SSMP adoption covering farmers' perceptions, climate change, policy impact and the use of ICT are discussed. These findings and identified research gaps are useful for further research and the development of sustainable soil management policies, programmes and projects.",2023,"OCT","Soil Use and Management","39","4","1267-1288","WOS:001076058300001","10.1111/sum.12949","","#11089","Sharna 2023","Anna LoPresti (2024-08-13 10:07:21)(Select): re-tagging as sociocultural. paper describes the tranboundary  flow of research funds related to SSMP - practices which can impact biodiversity; Grace Westphal (2024-08-13 06:59:12)(Select): SSMP is proposed as a way to regulate the impacts of climate change. Should potentially be tagged as """"Intervention"""" instead; ","Intervention; Sociocultural",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"48","Actions to halt biodiversity loss generally benefit the climate","Shin, Y. J.; Midgley, G. F.; Archer, E. R. M.; Arneth, A.; Barnes, D. K. A.; Chan, L.; Hashimoto, S.; Hoegh-Guldberg, O.; Insarov, G.; Leadley, P.; Levin, L. A.; Ngo, H. T.; Pandit, R.; Pires, A. P. F.; Portner, H. O.; Rogers, A. D.; Scholes, R. J.; Settele, J.; Smith, P.","The two most urgent and interlinked environmental challenges humanity faces are climate change and biodiversity loss. We are entering a pivotal decade for both the international biodiversity and climate change agendas with the sharpening of ambitious strategies and targets by the Convention on Biological Diversity and the United Nations Framework Convention on Climate Change. Within their respective Conventions, the biodiversity and climate interlinked challenges have largely been addressed separately. There is evidence that conservation actions that halt, slow or reverse biodiversity loss can simultaneously slow anthropogenic mediated climate change significantly. This review highlights conservation actions which have the largest potential for mitigation of climate change. We note that conservation actions have mainly synergistic benefits and few antagonistic trade-offs with climate change mitigation. Specifically, we identify direct co-benefits in 14 out of the 21 action targets of the draft post-2020 global biodiversity framework of the Convention on Biological Diversity, notwithstanding the many indirect links that can also support both biodiversity conservation and climate change mitigation. These relationships are context and scale-dependent; therefore, we showcase examples of local biodiversity conservation actions that can be incentivized, guided and prioritized by global objectives and targets. The close interlinkages between biodiversity, climate change mitigation, other nature's contributions to people and good quality of life are seldom as integrated as they should be in management and policy. This review aims to re-emphasize the vital relationships between biodiversity conservation actions and climate change mitigation in a timely manner, in support to major Conferences of Parties that are about to negotiate strategic frameworks and international goals for the decades to come.",2022,"MAY","Global Change Biology","28","9","2846-2874","WOS:000761522300001","10.1111/gcb.16109","","#11172","Shin 2022","Tyler McIntosh (2024-08-23 04:34:02)(Select): c1: yes
c2: yes, paper is focused on cc being another driver of why these actions should be taken
c3: Yes, specifically focused on biodiversity loss
c4: Yes: Global, but includes specific mentions of arctic, alaska, north america, etc
c5: Unclear, including; ","Biotic; Intervention; Sociocultural; Transboundary unclear",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"49","Water crisis: From conflict to cooperation-an overview","Sivakumar, B.","The quantity of freshwater available per person in the world has been and continues to decrease due to a combination of factors, including population increase, water pollution, inadequate planning and management of transboundary and other shared waters, and inefficient operation of water supply and distribution systems. Consequently, there is an increasing potential for water scarcity, crisis and associated conflicts around the world in the future, especially in developing regions, if the current trend in water consumption and management practices continues. In this fast-changing and highly-interconnected world, the problems related to water crisis and conflicts are numerous, complicated and challenging. Efforts to effectively resolve these problems require a clear vision of the future water availability and demand as well as new ways of thinking, developing and implementing water planning and management practices. The present study attempts to offer a comprehensive account of the above issues and also some important guidelines for advancing research in this direction. Assessments of past, present and future statuses of the world's water are reviewed. Major water initiatives and their targets, successes and failures are highlighted. The urgent need for new ways of thinking, including an integrated framework ( encompassing both the """"hard sciences"""" and the """"soft sciences""""), water education and training and communication of the water issues and our studies to the different stakeholders in the water sector, is also discussed.",2011,"","Hydrological Sciences Journal","56","4","531-552","WOS:000294124700002","10.1080/02626667.2011.580747","","#11356","Sivakumar 2011","Alice Gaalswyk (2024-10-21 23:37:45)(Select): study is global and mentions North America but doesn't specify about any problems specific to North America- potentially relevant for the chapter ;","Biophysical; Intervention; Sociocultural; Transboundary unclear; save for other sections",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"50","Climate Change Policy and Energy Reform: An Assessment of Mexico's Foreign Policy","Sosa-Núñez, G. S.","This article aims to provide insight about the relationship between climate change policy and foreign policy. With Mexico as case study and through the examination of literature on foreign policy analysis, the author suggests that the search for a better performance in the energy sector could undermine previously made climate change actions and commitments, thus modifying foreign policy. This situation is assessed for two presidential terms. The previous administration was eager to locate and promote Mexico as a front-runner in climate change actions, developing national policies aimed at reducing emissions from pollution sources and actively participating at the international fora. On the other hand, the current government has followed a different approach. Now that the energy sector has been reformed, a potential increase in oil production can be expected, regardless of the promotion of renewable energy. Such an ambivalent attitude may send confusing signals to the international community about Mexico's role and position with respect to climate change, even though this modification is acknowledged as a result of a change in government.",2015,"DEC","LATIN AMERICAN POLICY","6","2","240-254","WOS:000371486300005","10.1111/lamp.12077","","#11531","Sosa-Núñez 2015","Tyler McIntosh (2024-08-23 07:31:08)(Select): c1: clearly a synthesis of literature on the subject
c2: yes flow here is climate -> climate policy -> foreign policy -> interactions with other nations
c3: less clear, but yes, impacts on free trade agreemnts, production practices, etc. Including given section lead author request for flexibility on this criteria
c4: Yes
c5: yes; ","Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"51","Exploring farmer preference shaping in international agricultural climate change adaptation regimes","Sova, C.; Vervoort, J.; Thornton, T.; Helfgott, A.; Matthews, D.; Chaudhury, A.","Questions of equity, justice, and fairness in the international agricultural adaptation regime have emerged in recent years, prompting interest in regime power dynamics. Here, a three-dimensional conceptual framework of 'power as domination' is applied to the UNFCCC adaptation regime. We argue that this 'power-over' framing is an important lens through which to view adaptation, a field dominated by 'power-to', capacity-based constructs. The framework distinguishes between power-over manifesting through decision-making, agenda setting and preference shaping. Through a literature review we demonstrate that first and second dimension behavioral views of power-over fail to account for the subtle ways in which the interests and preferences of smallholder farmers are unknowingly shaped and restricted within the regime. Potential sources of third dimension preference shaping power are explored in a survey with high-level decision makers involved in National Adaptation Plans (NAP) development in seven countries. The results suggest that several inter-related features of the international agriculture adaptation regime collectively contribute to the shaping of interests and preferences of smallholders: prevailing discourses of uncertainty and the perceived limited capacity of smallholders; the resulting privileged status of 'expert' decision makers; the predominance of neoliberal development rationalities; and systemic biases resulting from the nation state as the principle unit of UNFCCC negotiation. These forces lie beyond the explanatory scope of first and second dimensions of power-over and help to explain why stakeholder engagement in adaptation decision making remains superficial in nature and why adaptation responses in agriculture can be considered 'common and non-differentiated'. We argue for increased awareness of third dimension manifestations and impacts of power in adaptation literature to facilitate the improved participation of marginalized stakeholders in UNFCCC and domestic adaptation decision making forums, to increase the diversity of adaptation options available to smallholders, and ultimately, to improve the attribution of responsibility for adaptation outcomes. (C) 2015 Elsevier Ltd. All rights reserved.",2015,"DEC","Environmental Science & Policy","54","","463-474","WOS:000362603400049","10.1016/j.envsci.2015.08.008","","#11550","Sova 2015","Tyler McIntosh (2024-08-26 10:36:31)(Select): c1: yes, although also includes new survey results
c2: yes, climate adaptation
c3: yes, through agricultural systems
c4: Global but not really any specific mentions of NAm geographies. but including given section lead author request for flexibility on not needing source-destination if clear flow pathway across boundaries
c5: likely; US is a key country in international negotiations, likely impacting nearby countries via 1st/2nd/3rd dimension pathways; ","Sociocultural; Transboundary unclear; save for other sections",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"52","Is Adaptation Governable in the Arctic? National and Regional Approaches to Arctic Adaptation Governance","Tennberg, M.","The aim of this chapter is introduce adaptation to impacts of climate change as part of international climate governance in the Arctic. In the Arctic, there is a clash of two discourses - scientific discourse on concern for the impacts of climate change and neoliberal discourse of new opportunities for resource exploitation made possible by the climate change. The chapter studies the national communications of eight Arctic states to the secretariat of the UN Framework Convention on Climate Change since the early 1990s to analyze three related questions (1) how the concern for the climate change and its impacts are articulated as """"governable problems"""" in the national communications, (2) how the regional concern for the Arctic is manifested nationally and (3) how the agency in developing preparedness, and responses to climate change impacts are constructed in these communications. The analysis of the concern for the climate change impacts in the Arctic countries show that the national concerns are constructed by using different discursive strategies. Most of the Arctic countries have found their """"arcticness"""" after the publication of the ACIA report in 2004. The main reason for these national approaches to differ so much in their approach to the Arctic region is largely explained by the simple fact that these reports are written from the perspective of national economic interest. In this national economic interest arctic region offer natural resources and climate change in many cases promises to help the exploitation of these resources. Although, the issue of climate change has emerged on the Arctic political agenda, adaptation plans and measures have not been developed as an area for Arctic political cooperation.",2009,"","CLIMATE GOVERNANCE IN THE ARCTIC","50","","289-301","WOS:000313052800012","10.1007/978-1-4020-9542-9_1110.1007/978-1-4020-9542-9","","#12042","Tennberg 2009","Tyler McIntosh (2024-09-03 07:13:01)(Select): book chapter. a tough one.

c1: yes
c2: yes - shifts in governance to address climate in the Arctic
c3: yes - discussion of how climate shifts may provide resource extraction opportunities
c4: global, but yes, discussion of Canada & US
c5: probably; ","Intervention; Sociocultural",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53","How social movements contribute to staying within the global carbon budget: Evidence from a qualitative meta-analysis of case studies","Thiri, M. A.; Villamayor-Tomas, S.; Scheidel, A.; Demaria, F.","Despite renewed efforts to combat climate change, it remains uncertain how economies will achieve emission reduction by 2050. Among different decarbonisation strategies, knowledge about the potential role and contributions of social movements to curbing carbon emissions has been limited. This study aims to shed light on the diverse contributions of social movements to staying within the global carbon budget, as well as on the specific outcomes and strategies employed in protests against hydrocarbon activities. For this purpose, we conduct a systematic literature review of 57 empirical cases of social movements contesting fossil fuel projects in 29 countries. Based on an exploratory approach, we identify a series of different movement strategies and a range of qualitative contributions that support staying within the carbon budget. These include raising awareness of risks and strategies, enhancing corporate responsibility, being informed about policy changes, laws and regulations, fostering just energy transitions, energy democracy, divestment, alternative market solutions, and forcing the postponement or cancellation of targeted hydrocarbon activities. While the institutional means are widely used and seem to support policy change and regulation, these strategies are not used to deliver awareness or postponement outcomes. Similarly, while movements tend to rely on civil disobedience to stop hydrocarbon projects in the short term, they rely on multiple strategies to cancel them in the longer term. Our study also indicates significant knowledge gaps in the literature, particularly, cases in Africa and Central Asia, women's participation in these movements, in addition to more quantitative assessments of the actual emissions reduced by social movements.",2022,"MAY","Ecological Economics","195","","","WOS:000794048800010","10.1016/j.ecolecon.2022.107356","","#12086","Thiri 2022","Tyler McIntosh (2024-08-23 08:18:01)(Select): c1: meta-analysis
c2: yes - climate-related social movements
c3: yes - but more tenuous, for example stopping fossil fuel projects
c4: yes, examples from N.Am
c5: yes, indigenous sovereign groups -> USA public - eg. keystone XL ; ","Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"54","The economic and environment benefits from international co-ordination on carbon pricing: a review of economic modelling studies *","Thube, S.; Peterson, S.; Nachtigall, D.; Ellis, J.","This paper reviews quantitative estimates of the economic and environmental benefits from different forms of international co-ordination on carbon pricing based on economic modelling studies. Forms of international co-ordination include: harmonising carbon prices (e.g. through linking carbon markets), extending the coverage of pricing schemes, phasing out fossil fuel subsidies, developing international sectoral agreements, and establishing co-ordination mechanisms to mitigate carbon leakage. All forms of international co-operation on carbon pricing could deliver benefits, both economic (e.g. lower mitigation costs) and environmental (e.g. reducing greenhouse gas (GHG) emissions and carbon leakage). There is scope to considerably increase the coverage of carbon pricing, since until 2021 only around 40% of energy-related CO2 emissions in 44 OECD and G20 countries face a carbon price. There is also significant scope to improve international co-ordination on carbon pricing: moving from unilateral carbon prices to a globally harmonized carbon price to reach the 1st round of NDC targets for 2030 can reduce global mitigation cost on average by two thirds or $229 billion. Benefits tend to be higher with broader participation of countries, broader coverage of emissions and sectors and, more ambitious policy goals. Extending carbon pricing to non-CO2 GHG could reduce global mitigation costs by up to 48%. Absolute cost savings from harmonized carbon prices increase by almost 70% in 2030 for reductions in line with the 2 degrees C target. Most, but not all, countries gain economic benefits from international co-operation, and these benefits vary significantly across countries and regions. Complementary measures outside co-operation on carbon pricing (e.g. technology transfers) could potentially ensure that co-operation provides economic benefits for all countries.",2021,"NOV","Environmental Research Letters","16","11","","WOS:000709100400001","10.1088/1748-9326/ac2b61","","#12133","Thube 2021","","Intervention; Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"55","Climato-economic habitats support patterns of human needs, stresses, and freedoms","Van de Vliert, E.","This paper examines why fundamental freedoms are so unevenly distributed across the earth. Climato-economic theorizing proposes that humans adapt needs, stresses, and choices of goals, means, and outcomes to the livability of their habitat. The evolutionary process at work is one of collectively meeting climatic demands of cold winters or hot summers by using monetary resources. Freedom is expected to be lowest in poor populations threatened by demanding thermal climates, intermediate in populations comforted by undemanding temperate climates irrespective of income per head, and highest in rich populations challenged by demanding thermal climates. This core hypothesis is supported with new survey data across 85 countries and 15 Chinese provinces and with a reinterpretative review of results of prior studies comprising 174 countries and the 50 states in the United States. Empirical support covers freedom from want, freedom from fear, freedom of expression and participation, freedom from discrimination, and freedom to develop and realize one's human potential. Applying the theory to projections of temperature and income for 104 countries by 2112 forecasts that (a) poor populations in Asia, perhaps except Afghans and Pakistanis, will move up the international ladder of freedom, (b) poor populations in Africa will lose, rather than gain, relative levels of freedom unless climate protection and poverty reduction prevent this from happening, and (c) several rich populations will be challenged to defend current levels of freedom against worsening climato-economic livability.",2013,"OCT","BEHAVIORAL AND BRAIN SCIENCES","36","5","465-480","WOS:000325681000001","10.1017/S0140525X12002828","","#12456","VandeVliert 2013","","Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"56","Oceans in Transition: Incorporating Climate-Change Impacts into Environmental Impact Assessment for Marine Areas Beyond National Jurisdiction","Warner, R.","The oceans and their biodiversity are coming under increasing threat from climate-change impacts including increasing water temperatures, deoxygenation, and ocean acidification. The adverse effects of climate change are exacerbating the stresses experienced by species, habitats, and ecosystems in all marine areas and diminishing the ecological services they provide. Identifying the nature and extent of climate-change impacts on marine biodiversity through environmental impact assessment and associated mitigation measures is a critical step towards lessening adverse impacts and stemming biodiversity loss. While legal and institutional frameworks for environmental impact assessment are well established for marine areas under national jurisdiction, collaborative structures and mechanisms for environmental impact assessment in areas beyond national jurisdiction are still fragmentary and underdeveloped. This Article reviews the existing international law and policy framework for environmental impact assessment in areas beyond national jurisdiction and discusses options for incorporating consideration of climate-change impacts into environmental impact assessment processes through a new international legally binding instrument for conservation and sustainable use of marine biodiversity in areas beyond national jurisdiction being developed through the United Nations General Assembly.",2018,"OCT","ECOLOGY LAW QUARTERLY","45","1","31-51","WOS:000446322700002","10.15779/Z38M61BQ0J","","#12981","Warner 2018","","Intervention; Sociocultural",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"57","Exploring tripartite praxis for the REDD? plus ?forest climate change initiative through community based ecotourism","Wearing, S.; McDonald, M.; Schweinsberg, S.; Chatterton, P.; Bainbridge, T.","Reducing Emissions from Deforestation and Degradation (REDD+) is a United Nations programme initiated in 2008 with the aim of mitigating climate change through the preservation of the world?s existing forest stocks. One of the challenges in its successful implementation has been community involvement in its design, implementation, monitoring and evaluation. The purpose of this study is to assess what REDD?+?can learn from the experience of Community-Based Ecotourism (CBET), which operates under many of the same conditions. A critical review of the related literature using the Scopus database was undertaken using three search strings including ?REDD+? (2,913 listings), ?community-based ecotourism? (113 listings) and ?REDD?+?and tourism? (6 listings) to identify the variables and themes related to each. Despite the significant increase in the number of publications on REDD?+?since 2008, only one was specifically related to ecotourism. We argue that CBET understood as a form of social capital can function as an enabling platform for REDD+, in particular its implementation of international conservation policy by working with local communities/indigenous peoples and business stakeholders, referred to here as the ?tripartite praxis?. We demonstrate how CBET can act as a basis from which to guide internationally driven incentive-based conservation policy and community entrepreneurship within a social capital framework.",2020,"MAR 3","Journal of Sustainable Tourism","28","3","377-393","WOS:000490920900001","10.1080/09669582.2019.1676251","","#13007","Wearing 2020","Tyler McIntosh (2024-08-20 02:10:11)(Select): Perhaps a more convoluted flow relationship than some other papers, but one that I find especially interesting. Defense of inclusion: climate change is one of the largest drivers of REDD+ as a program, which has led to a flow of sociocultural practices that impact biodiversity through conservation programs etc. (Check for sociocultural). This paper interestingly ties this first flow to CBET, resulting in an indirect impact of climate change on CBET and subsequent human movement. The success/failure of these ecotourism/movement initiatives impact local conservation. (check for human movement); ","Human movement; Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"58","A systematic review of the trophic ecology of eight ecologically and culturally important fish species in the North American Arctic","Wight, K. J.; McNicholl, D. G.; Dunmall, K. M.","Rapid climate change occurring in the Arctic may affect the diet of ecologically and culturally important northern fish species. Here, a systematic literature review was completed for eight fish species found across the North American Arctic, with a focus on Inuit Nunangat, to identify major prey items, summarize feeding strategies, and highlight data gaps. Arctic Char (Salvelinus alpinus), Dolly Varden Char (Salvelinus malma), Lake Trout (Salvelinus namaycush), Bull Trout (Salvelinus confluentus), Inconnu (Stenodus leucichthys), Lake Whitefish (Coregonus clupeaformis), Broad Whitefish (Coregonus nasus), and Burbot (Lota lota), were selected as species of interest due to their ecological and cultural importance. The 74 studies reviewed indicate that these species are generalist feeders that demonstrate wide dietary niches, as well as the tendency to avoid agonistic interactions by partitioning resources when they co-occur with an overlapping species. Across coastal, lacustrine, and riverine systems, the most commonly consumed prey items are insects (Diptera spp.), as well as benthic forage fishes such as sculpins (Family: Cottidae). Insects are major prey items in riverine systems, where diets appear to be more generalized, compared to lakes. Anadromous species in coastal waters most commonly feed on various crustaceans and forage fishes. Benthic forage fishes, insects, zooplankton, and mollusks are widely consumed prey items in Arctic lakes. Burbot, Inconnu, and resident Dolly Varden had the most specialized feeding strategies, due in part to their habitat requirements and morphology, while Lake Trout and resident Arctic Char often form multiple ecotypes in lakes, some with different feeding behaviors. Knowledge gaps regarding northern fish trophic ecology are highlighted, and in particular include riverine systems and winter foraging behavior. This review is intended to inform predictions regarding the impacts of climate change on fish tropic ecology and to guide future research.",2023,"MAY","Polar Biology","46","5","409-425","WOS:000975982700001","10.1007/s00300-023-03133-9","","#13133","Wight 2023","Tyler McIntosh (2024-08-23 08:28:52)(Select): c1: yes
c2: yes
c3: yes
c4: yes
c5: yes; ","Biotic; Sociocultural",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
