"","Impact","Driver","ImpactDirection","count"
"400","X2.12.Impact..Abundance","driver.Air.temperature.variability","Increase",21
"401","X2.12.Impact..Abundance","driver.Air.temperature.variability","Decrease",46
"402","X2.12.Impact..Abundance","driver.Air.temperature.variability","Complex",46
"403","X2.12.Impact..Richness","driver.Air.temperature.variability","Increase",9
"404","X2.12.Impact..Richness","driver.Air.temperature.variability","Decrease",15
"405","X2.12.Impact..Richness","driver.Air.temperature.variability","Complex",32
"406","X2.12.Impact..Richness","driver.Air.temperature.variability","NoChange",2
"407","X2.12.Impact..Loss","driver.Air.temperature.variability","Increase",24
"408","X2.12.Impact..Loss","driver.Air.temperature.variability","Decrease",5
"409","X2.12.Impact..Loss","driver.Air.temperature.variability","Complex",15
"410","X2.12.Impact..Loss","driver.Air.temperature.variability","NoChange",4
"411","X2.12.Impact..Disease","driver.Air.temperature.variability","Increase",36
"412","X2.12.Impact..Disease","driver.Air.temperature.variability","Complex",10
"413","X2.12.Impact..Disease","driver.Air.temperature.variability","NoChange",4
"414","X2.12.Impact..Invasion","driver.Air.temperature.variability","Increase",42
"415","X2.12.Impact..Invasion","driver.Air.temperature.variability","Complex",6
"416","X2.12.Impact..Invasion","driver.Air.temperature.variability","NoChange",2
"417","X2.12.Impact..Composition","driver.Air.temperature.variability","Increase",19
"418","X2.12.Impact..Composition","driver.Air.temperature.variability","Decrease",2
"419","X2.12.Impact..Composition","driver.Air.temperature.variability","Complex",69
"420","X2.12.Impact..Composition","driver.Air.temperature.variability","NoChange",3
"421","X2.12.Impact..Genetics","driver.Air.temperature.variability","Increase",2
"422","X2.12.Impact..Genetics","driver.Air.temperature.variability","Decrease",7
"423","X2.12.Impact..Genetics","driver.Air.temperature.variability","Complex",11
"424","X2.12.Impact..Genetics","driver.Air.temperature.variability","NoChange",4
"425","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.variability","Increase",23
"426","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.variability","Decrease",5
"427","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.variability","Complex",2
"428","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.variability","NoChange",1
"429","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.variability","Increase",5
"430","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.variability","Decrease",4
"431","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.variability","Complex",5
"432","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.variability","NoChange",1
"433","X2.12.Impact..Urbanization","driver.Air.temperature.variability","Increase",13
"434","X2.12.Impact..Urbanization","driver.Air.temperature.variability","Decrease",1
"435","X2.12.Impact..Urbanization","driver.Air.temperature.variability","Complex",1
"436","X2.12.Impact..Urbanization","driver.Air.temperature.variability","NoChange",2
"437","X2.12.Impact..Connectivity","driver.Air.temperature.variability","Increase",6
"438","X2.12.Impact..Connectivity","driver.Air.temperature.variability","Decrease",17
"439","X2.12.Impact..Connectivity","driver.Air.temperature.variability","Complex",8
"440","X2.12.Impact..Connectivity","driver.Air.temperature.variability","NoChange",1
"441","X2.12.Impact..Trophic","driver.Air.temperature.variability","Increase",12
"442","X2.12.Impact..Trophic","driver.Air.temperature.variability","Decrease",1
"443","X2.12.Impact..Trophic","driver.Air.temperature.variability","Complex",37
"444","X2.12.Impact..Trophic","driver.Air.temperature.variability","NoChange",6
"445","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.variability","Increase",3
"446","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.variability","Decrease",3
"447","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.variability","Complex",8
"448","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.variability","NoChange",2
"449","X2.12.Impact..Management","driver.Air.temperature.variability","Increase",10
"450","X2.12.Impact..Management","driver.Air.temperature.variability","Decrease",1
"451","X2.12.Impact..Management","driver.Air.temperature.variability","Complex",23
"452","X2.12.Impact..Management","driver.Air.temperature.variability","NoChange",4
"453","X2.12.Impact..Other","driver.Air.temperature.variability","Increase",18
"454","X2.12.Impact..Other","driver.Air.temperature.variability","Decrease",5
"455","X2.12.Impact..Other","driver.Air.temperature.variability","Complex",6
"456","X2.12.Impact..Other","driver.Air.temperature.variability","NoChange",3
"457","X2.12.Impact..Abundance","driver.Precipitation.directional.change","Increase",21
"458","X2.12.Impact..Abundance","driver.Precipitation.directional.change","Decrease",46
"459","X2.12.Impact..Abundance","driver.Precipitation.directional.change","Complex",46
"460","X2.12.Impact..Richness","driver.Precipitation.directional.change","Increase",9
"461","X2.12.Impact..Richness","driver.Precipitation.directional.change","Decrease",15
"462","X2.12.Impact..Richness","driver.Precipitation.directional.change","Complex",32
"463","X2.12.Impact..Richness","driver.Precipitation.directional.change","NoChange",2
"464","X2.12.Impact..Loss","driver.Precipitation.directional.change","Increase",24
"465","X2.12.Impact..Loss","driver.Precipitation.directional.change","Decrease",5
"466","X2.12.Impact..Loss","driver.Precipitation.directional.change","Complex",15
"467","X2.12.Impact..Loss","driver.Precipitation.directional.change","NoChange",4
"468","X2.12.Impact..Disease","driver.Precipitation.directional.change","Increase",36
"469","X2.12.Impact..Disease","driver.Precipitation.directional.change","Complex",10
"470","X2.12.Impact..Disease","driver.Precipitation.directional.change","NoChange",4
"471","X2.12.Impact..Invasion","driver.Precipitation.directional.change","Increase",42
"472","X2.12.Impact..Invasion","driver.Precipitation.directional.change","Complex",6
"473","X2.12.Impact..Invasion","driver.Precipitation.directional.change","NoChange",2
"474","X2.12.Impact..Composition","driver.Precipitation.directional.change","Increase",19
"475","X2.12.Impact..Composition","driver.Precipitation.directional.change","Decrease",2
"476","X2.12.Impact..Composition","driver.Precipitation.directional.change","Complex",69
"477","X2.12.Impact..Composition","driver.Precipitation.directional.change","NoChange",3
"478","X2.12.Impact..Genetics","driver.Precipitation.directional.change","Increase",2
"479","X2.12.Impact..Genetics","driver.Precipitation.directional.change","Decrease",7
"480","X2.12.Impact..Genetics","driver.Precipitation.directional.change","Complex",11
"481","X2.12.Impact..Genetics","driver.Precipitation.directional.change","NoChange",4
"482","X2.12.Impact..Land.Use.Loss","driver.Precipitation.directional.change","Increase",23
"483","X2.12.Impact..Land.Use.Loss","driver.Precipitation.directional.change","Decrease",5
"484","X2.12.Impact..Land.Use.Loss","driver.Precipitation.directional.change","Complex",2
"485","X2.12.Impact..Land.Use.Loss","driver.Precipitation.directional.change","NoChange",1
"486","X2.12.Impact..Land.Use.Restore","driver.Precipitation.directional.change","Increase",5
"487","X2.12.Impact..Land.Use.Restore","driver.Precipitation.directional.change","Decrease",4
"488","X2.12.Impact..Land.Use.Restore","driver.Precipitation.directional.change","Complex",5
"489","X2.12.Impact..Land.Use.Restore","driver.Precipitation.directional.change","NoChange",1
"490","X2.12.Impact..Urbanization","driver.Precipitation.directional.change","Increase",13
"491","X2.12.Impact..Urbanization","driver.Precipitation.directional.change","Decrease",1
"492","X2.12.Impact..Urbanization","driver.Precipitation.directional.change","Complex",1
"493","X2.12.Impact..Urbanization","driver.Precipitation.directional.change","NoChange",2
"494","X2.12.Impact..Connectivity","driver.Precipitation.directional.change","Increase",6
"495","X2.12.Impact..Connectivity","driver.Precipitation.directional.change","Decrease",17
"496","X2.12.Impact..Connectivity","driver.Precipitation.directional.change","Complex",8
"497","X2.12.Impact..Connectivity","driver.Precipitation.directional.change","NoChange",1
"498","X2.12.Impact..Trophic","driver.Precipitation.directional.change","Increase",12
"499","X2.12.Impact..Trophic","driver.Precipitation.directional.change","Decrease",1
"500","X2.12.Impact..Trophic","driver.Precipitation.directional.change","Complex",37
"501","X2.12.Impact..Trophic","driver.Precipitation.directional.change","NoChange",6
"502","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.directional.change","Increase",3
"503","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.directional.change","Decrease",3
"504","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.directional.change","Complex",8
"505","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.directional.change","NoChange",2
"506","X2.12.Impact..Management","driver.Precipitation.directional.change","Increase",10
"507","X2.12.Impact..Management","driver.Precipitation.directional.change","Decrease",1
"508","X2.12.Impact..Management","driver.Precipitation.directional.change","Complex",23
"509","X2.12.Impact..Management","driver.Precipitation.directional.change","NoChange",4
"510","X2.12.Impact..Other","driver.Precipitation.directional.change","Increase",18
"511","X2.12.Impact..Other","driver.Precipitation.directional.change","Decrease",5
"512","X2.12.Impact..Other","driver.Precipitation.directional.change","Complex",6
"513","X2.12.Impact..Other","driver.Precipitation.directional.change","NoChange",3
"514","X2.12.Impact..Abundance","driver.Precipitation.variability","Increase",21
"515","X2.12.Impact..Abundance","driver.Precipitation.variability","Decrease",46
"516","X2.12.Impact..Abundance","driver.Precipitation.variability","Complex",46
"517","X2.12.Impact..Richness","driver.Precipitation.variability","Increase",9
"518","X2.12.Impact..Richness","driver.Precipitation.variability","Decrease",15
"519","X2.12.Impact..Richness","driver.Precipitation.variability","Complex",32
"520","X2.12.Impact..Richness","driver.Precipitation.variability","NoChange",2
"521","X2.12.Impact..Loss","driver.Precipitation.variability","Increase",24
"522","X2.12.Impact..Loss","driver.Precipitation.variability","Decrease",5
"523","X2.12.Impact..Loss","driver.Precipitation.variability","Complex",15
"524","X2.12.Impact..Loss","driver.Precipitation.variability","NoChange",4
"525","X2.12.Impact..Disease","driver.Precipitation.variability","Increase",36
"526","X2.12.Impact..Disease","driver.Precipitation.variability","Complex",10
"527","X2.12.Impact..Disease","driver.Precipitation.variability","NoChange",4
"528","X2.12.Impact..Invasion","driver.Precipitation.variability","Increase",42
"529","X2.12.Impact..Invasion","driver.Precipitation.variability","Complex",6
"530","X2.12.Impact..Invasion","driver.Precipitation.variability","NoChange",2
"531","X2.12.Impact..Composition","driver.Precipitation.variability","Increase",19
"532","X2.12.Impact..Composition","driver.Precipitation.variability","Decrease",2
"533","X2.12.Impact..Composition","driver.Precipitation.variability","Complex",69
"534","X2.12.Impact..Composition","driver.Precipitation.variability","NoChange",3
"535","X2.12.Impact..Genetics","driver.Precipitation.variability","Increase",2
"536","X2.12.Impact..Genetics","driver.Precipitation.variability","Decrease",7
"537","X2.12.Impact..Genetics","driver.Precipitation.variability","Complex",11
"538","X2.12.Impact..Genetics","driver.Precipitation.variability","NoChange",4
"539","X2.12.Impact..Land.Use.Loss","driver.Precipitation.variability","Increase",23
"540","X2.12.Impact..Land.Use.Loss","driver.Precipitation.variability","Decrease",5
"541","X2.12.Impact..Land.Use.Loss","driver.Precipitation.variability","Complex",2
"542","X2.12.Impact..Land.Use.Loss","driver.Precipitation.variability","NoChange",1
"543","X2.12.Impact..Land.Use.Restore","driver.Precipitation.variability","Increase",5
"544","X2.12.Impact..Land.Use.Restore","driver.Precipitation.variability","Decrease",4
"545","X2.12.Impact..Land.Use.Restore","driver.Precipitation.variability","Complex",5
"546","X2.12.Impact..Land.Use.Restore","driver.Precipitation.variability","NoChange",1
"547","X2.12.Impact..Urbanization","driver.Precipitation.variability","Increase",13
"548","X2.12.Impact..Urbanization","driver.Precipitation.variability","Decrease",1
"549","X2.12.Impact..Urbanization","driver.Precipitation.variability","Complex",1
"550","X2.12.Impact..Urbanization","driver.Precipitation.variability","NoChange",2
"551","X2.12.Impact..Connectivity","driver.Precipitation.variability","Increase",6
"552","X2.12.Impact..Connectivity","driver.Precipitation.variability","Decrease",17
"553","X2.12.Impact..Connectivity","driver.Precipitation.variability","Complex",8
"554","X2.12.Impact..Connectivity","driver.Precipitation.variability","NoChange",1
"555","X2.12.Impact..Trophic","driver.Precipitation.variability","Increase",12
"556","X2.12.Impact..Trophic","driver.Precipitation.variability","Decrease",1
"557","X2.12.Impact..Trophic","driver.Precipitation.variability","Complex",37
"558","X2.12.Impact..Trophic","driver.Precipitation.variability","NoChange",6
"559","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.variability","Increase",3
"560","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.variability","Decrease",3
"561","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.variability","Complex",8
"562","X2.12.Impact..Indigenous.Knowledge","driver.Precipitation.variability","NoChange",2
"563","X2.12.Impact..Management","driver.Precipitation.variability","Increase",10
"564","X2.12.Impact..Management","driver.Precipitation.variability","Decrease",1
"565","X2.12.Impact..Management","driver.Precipitation.variability","Complex",23
"566","X2.12.Impact..Management","driver.Precipitation.variability","NoChange",4
"567","X2.12.Impact..Other","driver.Precipitation.variability","Increase",18
"568","X2.12.Impact..Other","driver.Precipitation.variability","Decrease",5
"569","X2.12.Impact..Other","driver.Precipitation.variability","Complex",6
"570","X2.12.Impact..Other","driver.Precipitation.variability","NoChange",3
"571","X2.12.Impact..Abundance","driver.Wildfires","Increase",21
"572","X2.12.Impact..Abundance","driver.Wildfires","Decrease",46
"573","X2.12.Impact..Abundance","driver.Wildfires","Complex",46
"574","X2.12.Impact..Richness","driver.Wildfires","Increase",9
"575","X2.12.Impact..Richness","driver.Wildfires","Decrease",15
"576","X2.12.Impact..Richness","driver.Wildfires","Complex",32
"577","X2.12.Impact..Richness","driver.Wildfires","NoChange",2
"578","X2.12.Impact..Loss","driver.Wildfires","Increase",24
"579","X2.12.Impact..Loss","driver.Wildfires","Decrease",5
"580","X2.12.Impact..Loss","driver.Wildfires","Complex",15
"581","X2.12.Impact..Loss","driver.Wildfires","NoChange",4
"582","X2.12.Impact..Disease","driver.Wildfires","Increase",36
"583","X2.12.Impact..Disease","driver.Wildfires","Complex",10
"584","X2.12.Impact..Disease","driver.Wildfires","NoChange",4
"585","X2.12.Impact..Invasion","driver.Wildfires","Increase",42
"586","X2.12.Impact..Invasion","driver.Wildfires","Complex",6
"587","X2.12.Impact..Invasion","driver.Wildfires","NoChange",2
"588","X2.12.Impact..Composition","driver.Wildfires","Increase",19
"589","X2.12.Impact..Composition","driver.Wildfires","Decrease",2
"590","X2.12.Impact..Composition","driver.Wildfires","Complex",69
"591","X2.12.Impact..Composition","driver.Wildfires","NoChange",3
"592","X2.12.Impact..Genetics","driver.Wildfires","Increase",2
"593","X2.12.Impact..Genetics","driver.Wildfires","Decrease",7
"594","X2.12.Impact..Genetics","driver.Wildfires","Complex",11
"595","X2.12.Impact..Genetics","driver.Wildfires","NoChange",4
"596","X2.12.Impact..Land.Use.Loss","driver.Wildfires","Increase",23
"597","X2.12.Impact..Land.Use.Loss","driver.Wildfires","Decrease",5
"598","X2.12.Impact..Land.Use.Loss","driver.Wildfires","Complex",2
"599","X2.12.Impact..Land.Use.Loss","driver.Wildfires","NoChange",1
"600","X2.12.Impact..Land.Use.Restore","driver.Wildfires","Increase",5
"601","X2.12.Impact..Land.Use.Restore","driver.Wildfires","Decrease",4
"602","X2.12.Impact..Land.Use.Restore","driver.Wildfires","Complex",5
"603","X2.12.Impact..Land.Use.Restore","driver.Wildfires","NoChange",1
"604","X2.12.Impact..Urbanization","driver.Wildfires","Increase",13
"605","X2.12.Impact..Urbanization","driver.Wildfires","Decrease",1
"606","X2.12.Impact..Urbanization","driver.Wildfires","Complex",1
"607","X2.12.Impact..Urbanization","driver.Wildfires","NoChange",2
"608","X2.12.Impact..Connectivity","driver.Wildfires","Increase",6
"609","X2.12.Impact..Connectivity","driver.Wildfires","Decrease",17
"610","X2.12.Impact..Connectivity","driver.Wildfires","Complex",8
"611","X2.12.Impact..Connectivity","driver.Wildfires","NoChange",1
"612","X2.12.Impact..Trophic","driver.Wildfires","Increase",12
"613","X2.12.Impact..Trophic","driver.Wildfires","Decrease",1
"614","X2.12.Impact..Trophic","driver.Wildfires","Complex",37
"615","X2.12.Impact..Trophic","driver.Wildfires","NoChange",6
"616","X2.12.Impact..Indigenous.Knowledge","driver.Wildfires","Increase",3
"617","X2.12.Impact..Indigenous.Knowledge","driver.Wildfires","Decrease",3
"618","X2.12.Impact..Indigenous.Knowledge","driver.Wildfires","Complex",8
"619","X2.12.Impact..Indigenous.Knowledge","driver.Wildfires","NoChange",2
"620","X2.12.Impact..Management","driver.Wildfires","Increase",10
"621","X2.12.Impact..Management","driver.Wildfires","Decrease",1
"622","X2.12.Impact..Management","driver.Wildfires","Complex",23
"623","X2.12.Impact..Management","driver.Wildfires","NoChange",4
"624","X2.12.Impact..Other","driver.Wildfires","Increase",18
"625","X2.12.Impact..Other","driver.Wildfires","Decrease",5
"626","X2.12.Impact..Other","driver.Wildfires","Complex",6
"627","X2.12.Impact..Other","driver.Wildfires","NoChange",3
"628","X2.12.Impact..Abundance","driver.Sea.temperature.change","Increase",21
"629","X2.12.Impact..Abundance","driver.Sea.temperature.change","Decrease",46
"630","X2.12.Impact..Abundance","driver.Sea.temperature.change","Complex",46
"631","X2.12.Impact..Richness","driver.Sea.temperature.change","Increase",9
"632","X2.12.Impact..Richness","driver.Sea.temperature.change","Decrease",15
"633","X2.12.Impact..Richness","driver.Sea.temperature.change","Complex",32
"634","X2.12.Impact..Richness","driver.Sea.temperature.change","NoChange",2
"635","X2.12.Impact..Loss","driver.Sea.temperature.change","Increase",24
"636","X2.12.Impact..Loss","driver.Sea.temperature.change","Decrease",5
"637","X2.12.Impact..Loss","driver.Sea.temperature.change","Complex",15
"638","X2.12.Impact..Loss","driver.Sea.temperature.change","NoChange",4
"639","X2.12.Impact..Disease","driver.Sea.temperature.change","Increase",36
"640","X2.12.Impact..Disease","driver.Sea.temperature.change","Complex",10
"641","X2.12.Impact..Disease","driver.Sea.temperature.change","NoChange",4
"642","X2.12.Impact..Invasion","driver.Sea.temperature.change","Increase",42
"643","X2.12.Impact..Invasion","driver.Sea.temperature.change","Complex",6
"644","X2.12.Impact..Invasion","driver.Sea.temperature.change","NoChange",2
"645","X2.12.Impact..Composition","driver.Sea.temperature.change","Increase",19
"646","X2.12.Impact..Composition","driver.Sea.temperature.change","Decrease",2
"647","X2.12.Impact..Composition","driver.Sea.temperature.change","Complex",69
"648","X2.12.Impact..Composition","driver.Sea.temperature.change","NoChange",3
"649","X2.12.Impact..Genetics","driver.Sea.temperature.change","Increase",2
"650","X2.12.Impact..Genetics","driver.Sea.temperature.change","Decrease",7
"651","X2.12.Impact..Genetics","driver.Sea.temperature.change","Complex",11
"652","X2.12.Impact..Genetics","driver.Sea.temperature.change","NoChange",4
"653","X2.12.Impact..Land.Use.Loss","driver.Sea.temperature.change","Increase",23
"654","X2.12.Impact..Land.Use.Loss","driver.Sea.temperature.change","Decrease",5
"655","X2.12.Impact..Land.Use.Loss","driver.Sea.temperature.change","Complex",2
"656","X2.12.Impact..Land.Use.Loss","driver.Sea.temperature.change","NoChange",1
"657","X2.12.Impact..Land.Use.Restore","driver.Sea.temperature.change","Increase",5
"658","X2.12.Impact..Land.Use.Restore","driver.Sea.temperature.change","Decrease",4
"659","X2.12.Impact..Land.Use.Restore","driver.Sea.temperature.change","Complex",5
"660","X2.12.Impact..Land.Use.Restore","driver.Sea.temperature.change","NoChange",1
"661","X2.12.Impact..Urbanization","driver.Sea.temperature.change","Increase",13
"662","X2.12.Impact..Urbanization","driver.Sea.temperature.change","Decrease",1
"663","X2.12.Impact..Urbanization","driver.Sea.temperature.change","Complex",1
"664","X2.12.Impact..Urbanization","driver.Sea.temperature.change","NoChange",2
"665","X2.12.Impact..Connectivity","driver.Sea.temperature.change","Increase",6
"666","X2.12.Impact..Connectivity","driver.Sea.temperature.change","Decrease",17
"667","X2.12.Impact..Connectivity","driver.Sea.temperature.change","Complex",8
"668","X2.12.Impact..Connectivity","driver.Sea.temperature.change","NoChange",1
"669","X2.12.Impact..Trophic","driver.Sea.temperature.change","Increase",12
"670","X2.12.Impact..Trophic","driver.Sea.temperature.change","Decrease",1
"671","X2.12.Impact..Trophic","driver.Sea.temperature.change","Complex",37
"672","X2.12.Impact..Trophic","driver.Sea.temperature.change","NoChange",6
"673","X2.12.Impact..Indigenous.Knowledge","driver.Sea.temperature.change","Increase",3
"674","X2.12.Impact..Indigenous.Knowledge","driver.Sea.temperature.change","Decrease",3
"675","X2.12.Impact..Indigenous.Knowledge","driver.Sea.temperature.change","Complex",8
"676","X2.12.Impact..Indigenous.Knowledge","driver.Sea.temperature.change","NoChange",2
"677","X2.12.Impact..Management","driver.Sea.temperature.change","Increase",10
"678","X2.12.Impact..Management","driver.Sea.temperature.change","Decrease",1
"679","X2.12.Impact..Management","driver.Sea.temperature.change","Complex",23
"680","X2.12.Impact..Management","driver.Sea.temperature.change","NoChange",4
"681","X2.12.Impact..Other","driver.Sea.temperature.change","Increase",18
"682","X2.12.Impact..Other","driver.Sea.temperature.change","Decrease",5
"683","X2.12.Impact..Other","driver.Sea.temperature.change","Complex",6
"684","X2.12.Impact..Other","driver.Sea.temperature.change","NoChange",3
"685","X2.12.Impact..Abundance","driver.water.availability","Increase",21
"686","X2.12.Impact..Abundance","driver.water.availability","Decrease",46
"687","X2.12.Impact..Abundance","driver.water.availability","Complex",46
"688","X2.12.Impact..Richness","driver.water.availability","Increase",9
"689","X2.12.Impact..Richness","driver.water.availability","Decrease",15
"690","X2.12.Impact..Richness","driver.water.availability","Complex",32
"691","X2.12.Impact..Richness","driver.water.availability","NoChange",2
"692","X2.12.Impact..Loss","driver.water.availability","Increase",24
"693","X2.12.Impact..Loss","driver.water.availability","Decrease",5
"694","X2.12.Impact..Loss","driver.water.availability","Complex",15
"695","X2.12.Impact..Loss","driver.water.availability","NoChange",4
"696","X2.12.Impact..Disease","driver.water.availability","Increase",36
"697","X2.12.Impact..Disease","driver.water.availability","Complex",10
"698","X2.12.Impact..Disease","driver.water.availability","NoChange",4
"699","X2.12.Impact..Invasion","driver.water.availability","Increase",42
"700","X2.12.Impact..Invasion","driver.water.availability","Complex",6
"701","X2.12.Impact..Invasion","driver.water.availability","NoChange",2
"702","X2.12.Impact..Composition","driver.water.availability","Increase",19
"703","X2.12.Impact..Composition","driver.water.availability","Decrease",2
"704","X2.12.Impact..Composition","driver.water.availability","Complex",69
"705","X2.12.Impact..Composition","driver.water.availability","NoChange",3
"706","X2.12.Impact..Genetics","driver.water.availability","Increase",2
"707","X2.12.Impact..Genetics","driver.water.availability","Decrease",7
"708","X2.12.Impact..Genetics","driver.water.availability","Complex",11
"709","X2.12.Impact..Genetics","driver.water.availability","NoChange",4
"710","X2.12.Impact..Land.Use.Loss","driver.water.availability","Increase",23
"711","X2.12.Impact..Land.Use.Loss","driver.water.availability","Decrease",5
"712","X2.12.Impact..Land.Use.Loss","driver.water.availability","Complex",2
"713","X2.12.Impact..Land.Use.Loss","driver.water.availability","NoChange",1
"714","X2.12.Impact..Land.Use.Restore","driver.water.availability","Increase",5
"715","X2.12.Impact..Land.Use.Restore","driver.water.availability","Decrease",4
"716","X2.12.Impact..Land.Use.Restore","driver.water.availability","Complex",5
"717","X2.12.Impact..Land.Use.Restore","driver.water.availability","NoChange",1
"718","X2.12.Impact..Urbanization","driver.water.availability","Increase",13
"719","X2.12.Impact..Urbanization","driver.water.availability","Decrease",1
"720","X2.12.Impact..Urbanization","driver.water.availability","Complex",1
"721","X2.12.Impact..Urbanization","driver.water.availability","NoChange",2
"722","X2.12.Impact..Connectivity","driver.water.availability","Increase",6
"723","X2.12.Impact..Connectivity","driver.water.availability","Decrease",17
"724","X2.12.Impact..Connectivity","driver.water.availability","Complex",8
"725","X2.12.Impact..Connectivity","driver.water.availability","NoChange",1
"726","X2.12.Impact..Trophic","driver.water.availability","Increase",12
"727","X2.12.Impact..Trophic","driver.water.availability","Decrease",1
"728","X2.12.Impact..Trophic","driver.water.availability","Complex",37
"729","X2.12.Impact..Trophic","driver.water.availability","NoChange",6
"730","X2.12.Impact..Indigenous.Knowledge","driver.water.availability","Increase",3
"731","X2.12.Impact..Indigenous.Knowledge","driver.water.availability","Decrease",3
"732","X2.12.Impact..Indigenous.Knowledge","driver.water.availability","Complex",8
"733","X2.12.Impact..Indigenous.Knowledge","driver.water.availability","NoChange",2
"734","X2.12.Impact..Management","driver.water.availability","Increase",10
"735","X2.12.Impact..Management","driver.water.availability","Decrease",1
"736","X2.12.Impact..Management","driver.water.availability","Complex",23
"737","X2.12.Impact..Management","driver.water.availability","NoChange",4
"738","X2.12.Impact..Other","driver.water.availability","Increase",18
"739","X2.12.Impact..Other","driver.water.availability","Decrease",5
"740","X2.12.Impact..Other","driver.water.availability","Complex",6
"741","X2.12.Impact..Other","driver.water.availability","NoChange",3
"742","X2.12.Impact..Abundance","driver.extreme.weather","Increase",21
"743","X2.12.Impact..Abundance","driver.extreme.weather","Decrease",46
"744","X2.12.Impact..Abundance","driver.extreme.weather","Complex",46
"745","X2.12.Impact..Richness","driver.extreme.weather","Increase",9
"746","X2.12.Impact..Richness","driver.extreme.weather","Decrease",15
"747","X2.12.Impact..Richness","driver.extreme.weather","Complex",32
"748","X2.12.Impact..Richness","driver.extreme.weather","NoChange",2
"749","X2.12.Impact..Loss","driver.extreme.weather","Increase",24
"750","X2.12.Impact..Loss","driver.extreme.weather","Decrease",5
"751","X2.12.Impact..Loss","driver.extreme.weather","Complex",15
"752","X2.12.Impact..Loss","driver.extreme.weather","NoChange",4
"753","X2.12.Impact..Disease","driver.extreme.weather","Increase",36
"754","X2.12.Impact..Disease","driver.extreme.weather","Complex",10
"755","X2.12.Impact..Disease","driver.extreme.weather","NoChange",4
"756","X2.12.Impact..Invasion","driver.extreme.weather","Increase",42
"757","X2.12.Impact..Invasion","driver.extreme.weather","Complex",6
"758","X2.12.Impact..Invasion","driver.extreme.weather","NoChange",2
"759","X2.12.Impact..Composition","driver.extreme.weather","Increase",19
"760","X2.12.Impact..Composition","driver.extreme.weather","Decrease",2
"761","X2.12.Impact..Composition","driver.extreme.weather","Complex",69
"762","X2.12.Impact..Composition","driver.extreme.weather","NoChange",3
"763","X2.12.Impact..Genetics","driver.extreme.weather","Increase",2
"764","X2.12.Impact..Genetics","driver.extreme.weather","Decrease",7
"765","X2.12.Impact..Genetics","driver.extreme.weather","Complex",11
"766","X2.12.Impact..Genetics","driver.extreme.weather","NoChange",4
"767","X2.12.Impact..Land.Use.Loss","driver.extreme.weather","Increase",23
"768","X2.12.Impact..Land.Use.Loss","driver.extreme.weather","Decrease",5
"769","X2.12.Impact..Land.Use.Loss","driver.extreme.weather","Complex",2
"770","X2.12.Impact..Land.Use.Loss","driver.extreme.weather","NoChange",1
"771","X2.12.Impact..Land.Use.Restore","driver.extreme.weather","Increase",5
"772","X2.12.Impact..Land.Use.Restore","driver.extreme.weather","Decrease",4
"773","X2.12.Impact..Land.Use.Restore","driver.extreme.weather","Complex",5
"774","X2.12.Impact..Land.Use.Restore","driver.extreme.weather","NoChange",1
"775","X2.12.Impact..Urbanization","driver.extreme.weather","Increase",13
"776","X2.12.Impact..Urbanization","driver.extreme.weather","Decrease",1
"777","X2.12.Impact..Urbanization","driver.extreme.weather","Complex",1
"778","X2.12.Impact..Urbanization","driver.extreme.weather","NoChange",2
"779","X2.12.Impact..Connectivity","driver.extreme.weather","Increase",6
"780","X2.12.Impact..Connectivity","driver.extreme.weather","Decrease",17
"781","X2.12.Impact..Connectivity","driver.extreme.weather","Complex",8
"782","X2.12.Impact..Connectivity","driver.extreme.weather","NoChange",1
"783","X2.12.Impact..Trophic","driver.extreme.weather","Increase",12
"784","X2.12.Impact..Trophic","driver.extreme.weather","Decrease",1
"785","X2.12.Impact..Trophic","driver.extreme.weather","Complex",37
"786","X2.12.Impact..Trophic","driver.extreme.weather","NoChange",6
"787","X2.12.Impact..Indigenous.Knowledge","driver.extreme.weather","Increase",3
"788","X2.12.Impact..Indigenous.Knowledge","driver.extreme.weather","Decrease",3
"789","X2.12.Impact..Indigenous.Knowledge","driver.extreme.weather","Complex",8
"790","X2.12.Impact..Indigenous.Knowledge","driver.extreme.weather","NoChange",2
"791","X2.12.Impact..Management","driver.extreme.weather","Increase",10
