"","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study"
"27","Actions to halt biodiversity loss generally benefit the climate","Shin, Y. J.; Midgley, G. F.; Archer, E. R. M.; Arneth, A.; Barnes, D. K. A.; Chan, L.; Hashimoto, S.; Hoegh-Guldberg, O.; Insarov, G.; Leadley, P.; Levin, L. A.; Ngo, H. T.; Pandit, R.; Pires, A. P. F.; Portner, H. O.; Rogers, A. D.; Scholes, R. J.; Settele, J.; Smith, P.","The two most urgent and interlinked environmental challenges humanity faces are climate change and biodiversity loss. We are entering a pivotal decade for both the international biodiversity and climate change agendas with the sharpening of ambitious strategies and targets by the Convention on Biological Diversity and the United Nations Framework Convention on Climate Change. Within their respective Conventions, the biodiversity and climate interlinked challenges have largely been addressed separately. There is evidence that conservation actions that halt, slow or reverse biodiversity loss can simultaneously slow anthropogenic mediated climate change significantly. This review highlights conservation actions which have the largest potential for mitigation of climate change. We note that conservation actions have mainly synergistic benefits and few antagonistic trade-offs with climate change mitigation. Specifically, we identify direct co-benefits in 14 out of the 21 action targets of the draft post-2020 global biodiversity framework of the Convention on Biological Diversity, notwithstanding the many indirect links that can also support both biodiversity conservation and climate change mitigation. These relationships are context and scale-dependent; therefore, we showcase examples of local biodiversity conservation actions that can be incentivized, guided and prioritized by global objectives and targets. The close interlinkages between biodiversity, climate change mitigation, other nature's contributions to people and good quality of life are seldom as integrated as they should be in management and policy. This review aims to re-emphasize the vital relationships between biodiversity conservation actions and climate change mitigation in a timely manner, in support to major Conferences of Parties that are about to negotiate strategic frameworks and international goals for the decades to come.",2022,"MAY","Global Change Biology","28","9","2846-2874","WOS:000761522300001","10.1111/gcb.16109","","#11172","Shin 2022","Tyler McIntosh (2024-08-23 04:34:02)(Select): c1: yes
c2: yes, paper is focused on cc being another driver of why these actions should be taken
c3: Yes, specifically focused on biodiversity loss
c4: Yes: Global, but includes specific mentions of arctic, alaska, north america, etc
c5: Unclear, including; ","Biotic; Intervention; Sociocultural; Transboundary unclear",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"28","Water crisis: From conflict to cooperation-an overview","Sivakumar, B.","The quantity of freshwater available per person in the world has been and continues to decrease due to a combination of factors, including population increase, water pollution, inadequate planning and management of transboundary and other shared waters, and inefficient operation of water supply and distribution systems. Consequently, there is an increasing potential for water scarcity, crisis and associated conflicts around the world in the future, especially in developing regions, if the current trend in water consumption and management practices continues. In this fast-changing and highly-interconnected world, the problems related to water crisis and conflicts are numerous, complicated and challenging. Efforts to effectively resolve these problems require a clear vision of the future water availability and demand as well as new ways of thinking, developing and implementing water planning and management practices. The present study attempts to offer a comprehensive account of the above issues and also some important guidelines for advancing research in this direction. Assessments of past, present and future statuses of the world's water are reviewed. Major water initiatives and their targets, successes and failures are highlighted. The urgent need for new ways of thinking, including an integrated framework ( encompassing both the """"hard sciences"""" and the """"soft sciences""""), water education and training and communication of the water issues and our studies to the different stakeholders in the water sector, is also discussed.",2011,"","Hydrological Sciences Journal","56","4","531-552","WOS:000294124700002","10.1080/02626667.2011.580747","","#11356","Sivakumar 2011","Alice Gaalswyk (2024-10-21 23:37:45)(Select): study is global and mentions North America but doesn't specify about any problems specific to North America- potentially relevant for the chapter ;","Biophysical; Intervention; Sociocultural; Transboundary unclear; save for other sections",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"29","The potential impacts of global climate change on marine protected areas","Soto, C. G.","The potential effects of global climate change on marine protected areas do not appear to have been addressed in the literature. This paper examines the literature on protected areas, conservation biology, marine ecology, oceanography, and climate change, and reviews some of the relevant differences between marine and terrestrial environments. Frameworks and classifications systems used in protected area design are discussed. Finally, a framework that summarizes some of the important oceanographic processes and their links to the food chain are reviewed. Species abundance and distribution are expected to change as a result of global climate change, potentially compromising the efficacy of marine protected areas as biodiversity conservation tools. This review suggests the need for: further interdisciplinary research and the use of linked models; an increase in marine protected areas for biodiversity conservation and as research sites for teasing apart fishing effects from climate effects; a temporally responsive approach to siting new marine protected areas, shifting their locations if necessary; and large-scale ecosystem/integrated management approaches to address the competing uses of the oceans and boundary-less threats such as global climate change and pollution.",2001,"","Reviews in Fish Biology and Fisheries","11","3","181-195","WOS:000178213500002","10.1023/A:1020364409616","","#11535","Soto 2001","Dayo Osinubi (2024-08-10 02:39:08)(Select): A review of the MPA framework with respect to climate change impact on bottom-up nutrient or energy flow. Recommendations for interdisciplinary approaches to the establishment and management of MPAs. Relevant to discussions of protecting flows in marine ecosystems.;","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"30","Is Adaptation Governable in the Arctic? National and Regional Approaches to Arctic Adaptation Governance","Tennberg, M.","The aim of this chapter is introduce adaptation to impacts of climate change as part of international climate governance in the Arctic. In the Arctic, there is a clash of two discourses - scientific discourse on concern for the impacts of climate change and neoliberal discourse of new opportunities for resource exploitation made possible by the climate change. The chapter studies the national communications of eight Arctic states to the secretariat of the UN Framework Convention on Climate Change since the early 1990s to analyze three related questions (1) how the concern for the climate change and its impacts are articulated as """"governable problems"""" in the national communications, (2) how the regional concern for the Arctic is manifested nationally and (3) how the agency in developing preparedness, and responses to climate change impacts are constructed in these communications. The analysis of the concern for the climate change impacts in the Arctic countries show that the national concerns are constructed by using different discursive strategies. Most of the Arctic countries have found their """"arcticness"""" after the publication of the ACIA report in 2004. The main reason for these national approaches to differ so much in their approach to the Arctic region is largely explained by the simple fact that these reports are written from the perspective of national economic interest. In this national economic interest arctic region offer natural resources and climate change in many cases promises to help the exploitation of these resources. Although, the issue of climate change has emerged on the Arctic political agenda, adaptation plans and measures have not been developed as an area for Arctic political cooperation.",2009,"","CLIMATE GOVERNANCE IN THE ARCTIC","50","","289-301","WOS:000313052800012","10.1007/978-1-4020-9542-9_1110.1007/978-1-4020-9542-9","","#12042","Tennberg 2009","Tyler McIntosh (2024-09-03 07:13:01)(Select): book chapter. a tough one.

c1: yes
c2: yes - shifts in governance to address climate in the Arctic
c3: yes - discussion of how climate shifts may provide resource extraction opportunities
c4: global, but yes, discussion of Canada & US
c5: probably; ","Intervention; Sociocultural",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"31","The economic and environment benefits from international co-ordination on carbon pricing: a review of economic modelling studies *","Thube, S.; Peterson, S.; Nachtigall, D.; Ellis, J.","This paper reviews quantitative estimates of the economic and environmental benefits from different forms of international co-ordination on carbon pricing based on economic modelling studies. Forms of international co-ordination include: harmonising carbon prices (e.g. through linking carbon markets), extending the coverage of pricing schemes, phasing out fossil fuel subsidies, developing international sectoral agreements, and establishing co-ordination mechanisms to mitigate carbon leakage. All forms of international co-operation on carbon pricing could deliver benefits, both economic (e.g. lower mitigation costs) and environmental (e.g. reducing greenhouse gas (GHG) emissions and carbon leakage). There is scope to considerably increase the coverage of carbon pricing, since until 2021 only around 40% of energy-related CO2 emissions in 44 OECD and G20 countries face a carbon price. There is also significant scope to improve international co-ordination on carbon pricing: moving from unilateral carbon prices to a globally harmonized carbon price to reach the 1st round of NDC targets for 2030 can reduce global mitigation cost on average by two thirds or $229 billion. Benefits tend to be higher with broader participation of countries, broader coverage of emissions and sectors and, more ambitious policy goals. Extending carbon pricing to non-CO2 GHG could reduce global mitigation costs by up to 48%. Absolute cost savings from harmonized carbon prices increase by almost 70% in 2030 for reductions in line with the 2 degrees C target. Most, but not all, countries gain economic benefits from international co-operation, and these benefits vary significantly across countries and regions. Complementary measures outside co-operation on carbon pricing (e.g. technology transfers) could potentially ensure that co-operation provides economic benefits for all countries.",2021,"NOV","Environmental Research Letters","16","11","","WOS:000709100400001","10.1088/1748-9326/ac2b61","","#12133","Thube 2021","","Intervention; Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"32","Tick Control in a Connected World: Challenges, Solutions, and Public Policy from a United States Border Perspective","Tiffin, H. S.; Rajotte, E. G.; Sakamoto, J. M.; Machtinger, E. T.","Ticks are able to transmit the highest number of pathogen species of any blood-feeding arthropod and represent a growing threat to public health and agricultural systems worldwide. While there are numerous and varied causes and effects of changes to tick-borne disease (re)emergence, three primary challenges to tick control were identified in this review from a U.S. borders perspective. (1) Climate change is implicated in current and future alterations to geographic ranges and population densities of tick species, pathogens they can transmit, and their host and reservoir species, as highlighted by Ixodes scapularis and its expansion across southern Canada. (2) Modern technological advances have created an increasingly interconnected world, contributing to an increase in invasive tick species introductions through the increased speed and frequency of trade and travel. The introduction of the invasive Haemaphysalis longicornis in the eastern U.S. exemplifies the challenges with control in a highly interconnected world. (3) Lastly, while not a new challenge, differences in disease surveillance, control, and management strategies in bordering countries remains a critical challenge in managing ticks and tick-borne diseases. International inter-agency collaborations along the U.S.-Mexico border have been critical in control and mitigation of cattle fever ticks (Rhipicephalus spp.) and highlight the need for continued collaboration and research into integrated tick management strategies. These case studies were used to identify challenges and opportunities for tick control and mitigation efforts through a One Health framework.",2022,"NOV","TROPICAL MEDICINE AND INFECTIOUS DISEASE","7","11","","WOS:000910786600001","10.3390/tropicalmed7110388","","#12156","Tiffin 2022","Anabel Kinsey (2024-10-22 07:46:30)(Select): Figure 2 shows 2 explicitly transboundary tick invasions. While there is a focus on interventions, this is a great review of tick movement in NA. ; ","Biotic; Intervention; Potentially relevant",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"33","Oceans in Transition: Incorporating Climate-Change Impacts into Environmental Impact Assessment for Marine Areas Beyond National Jurisdiction","Warner, R.","The oceans and their biodiversity are coming under increasing threat from climate-change impacts including increasing water temperatures, deoxygenation, and ocean acidification. The adverse effects of climate change are exacerbating the stresses experienced by species, habitats, and ecosystems in all marine areas and diminishing the ecological services they provide. Identifying the nature and extent of climate-change impacts on marine biodiversity through environmental impact assessment and associated mitigation measures is a critical step towards lessening adverse impacts and stemming biodiversity loss. While legal and institutional frameworks for environmental impact assessment are well established for marine areas under national jurisdiction, collaborative structures and mechanisms for environmental impact assessment in areas beyond national jurisdiction are still fragmentary and underdeveloped. This Article reviews the existing international law and policy framework for environmental impact assessment in areas beyond national jurisdiction and discusses options for incorporating consideration of climate-change impacts into environmental impact assessment processes through a new international legally binding instrument for conservation and sustainable use of marine biodiversity in areas beyond national jurisdiction being developed through the United Nations General Assembly.",2018,"OCT","ECOLOGY LAW QUARTERLY","45","1","31-51","WOS:000446322700002","10.15779/Z38M61BQ0J","","#12981","Warner 2018","","Intervention; Sociocultural",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"34","Transitions in Arctic ecosystems: Ecological implications of a changing hydrological regime","Wrona, F. J.; Johansson, M.; Culp, J. M.; Jenkins, A.; Mård, J.; Myers-Smith, I. H.; Prowse, T. D.; Vincent, W. F.; Wookey, P. A.","Numerous international scientific assessments and related articles have, during the last decade, described the observed and potential impacts of climate change as well as other related environmental stressors on Arctic ecosystems. There is increasing recognition that observed and projected changes in freshwater sources, fluxes, and storage will have profound implications for the physical, biogeochemical, biological, and ecological processes and properties of Arctic terrestrial and freshwater ecosystems. However, a significant level of uncertainty remains in relation to forecasting the impacts of an intensified hydrological regime and related cryospheric change on ecosystem structure and function. As the terrestrial and freshwater ecology component of the Arctic Freshwater Synthesis, we review these uncertainties and recommend enhanced coordinated circumpolar research and monitoring efforts to improve quantification and prediction of how an altered hydrological regime influences local, regional, and circumpolar-level responses in terrestrial and freshwater systems. Specifically, we evaluate (i) changes in ecosystem productivity; (ii) alterations in ecosystem-level biogeochemical cycling and chemical transport; (iii) altered landscapes, successional trajectories, and creation of new habitats; (iv) altered seasonality and phenological mismatches; and (v) gains or losses of species and associated trophic interactions. We emphasize the need for developing a process-based understanding of interecosystem interactions, along with improved predictive models. We recommend enhanced use of the catchment scale as an integrated unit of study, thereby more explicitly considering the physical, chemical, and ecological processes and fluxes across a full freshwater continuum in a geographic region and spatial range of hydroecological units (e.g., stream-pond-lake-river-near shore marine environments).",2016,"MAR","JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES","121","3","650-674","WOS:000374345000005","10.1002/2015JG003133","","#13307","Wrona 2016","","Biophysical; Intervention",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35","Geopolitics of the energy transition","Yang, Y.; Xia, S. Y.; Qian, X. Y.","Geopolitics of energy transition has increasingly become the frontier and hot research area of world energy geography and global political science. Different historical periods are characterised by obvious differences in energy connotations, attributes, and geopolitical characteristics. In the new energy era, energy geopolitics becomes more diversified, complex, and comprehensive. In this paper, we compare the geopolitical characteristics of energy in the fossil fuel and renewable energy periods, and provide an overview of current study trends in new energy geopolitics. Recent research shows that the global energy transition will intensify the reconstruction of geopolitical patterns, change the relationship between geopolitical security and conflict dominated by traditional energy security, alter the role of different countries in global energy geopolitical games, reshape national energy relationships formed in the traditional oil and gas era. In addition, geopolitics will be affected by new energy technologies, availability of key rare materials, and energy cybersecurity measures. Despite considerable attention to this research topic, the likely geopolitical impact of energy transition remains uncertain, and there is still room for the development and improvement of the theoretical framework, technical methods, and research perspective. Looking forward to the future, the research into geopolitics of energy transition urgently needs to strengthen its theoretical basis and rely on the scientific and quantitative methods. The practical conclusions of the research into geopolitics of energy transition should strengthen major national energy security decisions, explore the geographical effect of energy transition, and determine the impact of energy transition on energy security. Research into geopolitics of energy transition should be carried out taking into account international academic frontiers such as climate change, """"carbon peak"""" and """"carbon neutral"""" goals, and global energy governance, to enrich the research perspective of world energy geography.",2023,"APR","JOURNAL OF GEOGRAPHICAL SCIENCES","33","4","683-704","WOS:000983403000001","10.1007/s11442-023-2101-2","","#13543","Yang 2023","Tyler McIntosh (2024-08-23 04:14:40)(Select): c1: yes
c2: yes
c3: yes - Mentions of energy transition impacts on the environment, accepting given section author request for flexibility here
c4: yes - Global, but many mentions of United States
c5: unclear how much these dynamics influence internal N.Am flows, likely yes; ","Intervention; Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"36","An Overview of Canadian Research Activities on Diseases Caused by Phytophthora ramorum: Results, Progress, and Challenges","Shamoun, Simon Francis; Rioux, Danny; Callan, Brenda; James, Delano; Hamelin, Richard C.; Bilodeau, Guillaume J.; Elliott, Marianne; Levesque, C. Andre; Becker, Elisa; McKenney, Dan; Pedlar, John; Bailey, Karen; Briere, S. C. ; Niquidet, Kurt; Allen, Eric","International trade and travel are the driving forces behind the spread of invasive plant pathogens around the world, and human-mediated movement of plants and plant products is now generally accepted as the primary mode of their introduction, resulting in huge disturbance to ecosystems and severe socio-economic impact. These problems are exacerbated under the present conditions of rapid climatic change. We report an overview of the Canadian research activities on Phytophthora ramorum. Since the first discovery and subsequent eradication of P. ramorum on infected ornamentals in nurseries in Vancouver, British Columbia, in 2003, a research team of Canadian government scientists representing the Canadian Forest Service, Canadian Food Inspection Agency, and Agriculture and Agri-Food Canada worked together over a 10-year period and have significantly contributed to many aspects of research and risk assessment on this pathogen. The overall objectives of the Canadian research efforts were to gain a better understanding of the molecular diagnostics of P. ramorum, its biology, host-pathogen interactions, and management options. With this information, it was possible to develop pest risk assessments and evaluate the environmental and economic impact and future research needs and challenges relevant to P. ramorum and other emerging forest Phytophthora spp.",2018,"/","Plant disease.","102","7","1218-1233","","10.1094/PDIS-11-17-1730-FE","IND606140046","#14854","Shamoun 2018","Grace Westphal (2024-08-07 02:59:49)(Select): Overt mention of climate change impacts are limited, but a good comparison of how the US vs Canada has dealt with the same forest disease.; ","Biotic; Human movement; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"37","National circumstances in the international circumboreal community","Wulder, M.A.; Campbell, C.; White, J.C.; Flannigan, M.; Campbell, I.D.","Boreal forest nations are often thought to have similar environmental, social, and economic contexts. In this communication we show that boreal forest nations are a disparate grouping, with some similarities and many differences. Highlighting these differing national contexts provides insights into how a given nation utilizes the boreal forests over which it holds stewardship responsibilities. Current national contexts are related to each nation's physiography, climate, history, legacy of past forest management, the timing of transition from natural to plantation forests, population density and distribution, and access to resources and markets. Boreal forests are dominated by pioneer species that are resilient to disturbance and have a demonstrated ability to adapt to past climate changes. National responses to natural disturbances are linked to forest area, ownership, and management intensity. Boreal forests in large nations (e.g., Canada, Russian Federation) are typically publicly owned, and disturbances such as fire are allowed to progress naturally over remote areas. In smaller nations, where there is often a greater proportion of private ownership and a focus on production forestry, natural disturbances are more aggressively controlled (e.g., Sweden, Finland). Large nations with low boreal human population densities have a greater proportion of natural boreal forest, with relatively higher levels of biodiversity when compared to the fully managed forests of some smaller boreal nations. In smaller nations, the combination of limited forest area and private ownership has facilitated the dominance of intensive sustainable forestry management practices (e.g., Finland). Conversely, in nations with more spatially extensive forest assets that are publicly owned and managed to meet multiple objectives, extensive sustainable forest management practices dominate (e.g., Canada, Russian Federation).",2007,"/","Forestry chronicle.","83","4","539-556","","10.5558/tfc83539-4","IND44053595","#15488","Wulder 2007","Colleen Miller (2024-08-23 01:16:47)(Select): Transboundary implicit; discusses some flows related to forests such as the movement of pollutants and fires;","Intervention; Perspective paper; Transboundary unclear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"38","Climate change and phenology: Empoasca fabae (Hemiptera: Cicadellidae) migration and severity of impact","Baker, M. B.; Venugopal, P. D.; Lamp, W. O.","Climate change can benefit individual species, but when pest species are enhanced by warmer temperatures agricultural productivity may be placed at greater risk. We analyzed the effects of temperature anomaly on arrival date and infestation severity of potato leafhopper, Empoasca fabae Harris, a classic new world long distance migrant, and a significant pest in several agricultural crops. We compiled E. fabae arrival dates and infestation severity data at different states in USA from existing literature reviews and agricultural extension records from 1951-2012, and examined the influence of temperature anomalies at each target state or overwintering range on the date of arrival and severity of infestation. Average E. fabae arrival date at different states reveal a clear trend along the south-north axis, with earliest arrival closest to the overwintering range. E. fabae arrival has advanced by 10 days over the last 62 years. E. fabae arrived earlier in warmer years in relation to each target state level temperature anomaly (3.0 days/ degrees C increase in temperature anomaly). Increased temperature had a significant and positive effect on the severity of infestation, and arrival date had a marginal negative effect on severity. These relationships suggest that continued warming could advance the time of E. fabae colonization and increase their impact on affected crops.",2015,"","PLoS ONE","10","5","e0124915","","http://dx.doi.org/10.1371/journal.pone.0124915","","#16369","Baker 2015","Anna LoPresti (2024-08-16 07:16:45)(Select): US-canadian transboundary specified;","Biotic; Intervention",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"39","Global change and the boreal forest: thresholds, shifting states or gradual change?","Chapin, F. S., III; Callaghan, T. V.; Bergeron, Y.; Fukuda, M.; Johnstone, J. F.; Juday, G.; Zimov, S. A.","Changes in boreal climate of the magnitude projected for the 21st century have always caused vegetation changes large enough to be societally important. However, the rates and patterns of vegetation change are difficult to predict. We review evidence suggesting that these vegetation changes may be gradual at the northern forest limit or where seed dispersal limits species distribution. However, forest composition may be quite resilient to climate change in the central portions of a species range until some threshold is surpassed. At this point, changes can be rapid and unexpected, often causing a switch to very different ecosystem types. Many of these triggers for change are amenable to management, suggesting that our choice of policies in the coming decades will substantially influence the ecological and societal consequences of current climatic change. Analyses of the palaeorecord of vegetation changes in boreal regions, as well as the current processes of forest dominance and succession in Alaska (USA), climate-ecosystem interactions in Fennoscandia, and climate-fire-human interactions and the reatreat of forests in Eastern Siberia (Russia), are discussed.",2004,"","Ambio","33","6","361-365","","","","#17231","Chapin 2004","Colleen Miller (2024-08-20 06:33:30)(Select): Implied transboundary flows;","Biotic; Intervention",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"40","The impacts of climate change on circumpolar biodiversity","Convey, P.; Aitken, S.; Prisco, G. di; Gill, M. J.; Coulson, S. J.; Barry, T.; Jonsdottir, I. S.; Dang, P. T.; Hik, D.; Kulkarni, T.; Lewis, G.","Some of the most rapidly changing ecosystems on our planet are located in the polar regions (IPCC 2007; Turner et al. 2009; SWIPA 2011). In some areas of the Arctic and Antarctic, atmospheric temperatures are rising at rates more than double the global average. In addition, there are other direct human impacts on polar regions such as pollution, exploitation and development. Polar ecosystems and the biodiversity they support are already responding to this change and it is expected that even more profound impacts will occur this century. Compounding the risk to polar biodiversity is the fact that many polar ecosystems have limited functional redundancy; in the event of the loss of a single keystone species, they may potentially be exposed to cascading effects and complete ecosystem restructuring (Post et al. 2009). Rapid climate change affecting the polar regions will also have profound physical and ecological consequences for the rest of the planet since the ice-covered Arctic Ocean, the Antarctic continent, and the globally significant Antarctic Circumpolar Current (ACC) serve a key role in regulating the Earth's climate and ocean systems. This special issue is intended to provide an overview of circumpolar change that crosses disciplines, systems, taxonomic groups and regions, and integrates papers that address a range of topics including: the monitoring of freshwater, marine, and terrestrial organisms in both the northern and southern polar regions, the role of protected areas in monitoring change in a warming world, polar resource management and development, impacts on northern indigenous peoples, case studies of the biodiversity of selected polar organisms, impacts of sea ice loss on terrestrial and marine organisms and ecosystems, interconnections with lower latitudes, and the influence of historical processes that have impacted polar diversity. This keynote paper is intended to provide background and insight into the issue by comparing and contrasting the Arctic and Antarctic regions in terms of their physical environment, human influences, indications of climate change and impacts on their biodiversity.",2012,"","Special Issue: Circumpolar biodiversity.","13","3/4","134-143","","","","#17472","Convey 2012","","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"41","The northern fulmar (Fulmarus glacialis) in Arctic Canada: ecology, threats, and what it tells us about marine environmental conditions","Mallory, M. L.","The northern fulmar Fulmarus glacialis is a ubiquitous seabird found across the North Atlantic Ocean and into the Canadian Arctic. However, we know little of its ecology in the Arctic, which is unfortunate, because it possesses many traits that make it an excellent biomonitor of the condition of Arctic marine environments. Presently, Arctic fulmars face threats from harvest, bycatch in fisheries, and fouling in oil spills while the birds are in their winter range (the North Atlantic). However, during breeding, migration, and overwintering, they may also experience stress from ecotourism, contaminants, particulate garbage, and climate change. In this paper I review the effects of all of these threats on fulmars and I describe how the ecology of these birds makes them particularly suitable for tracking contaminants, garbage, and the effects of climate change in the Arctic marine ecosystem. I also highlight our key existing knowledge gaps on this species and how additional research will strengthen the utility of fulmars as biomonitors.",2006,"","Environmental Reviews","14","3","187-216","","http://dx.doi.org/10.1139/a06-003","","#20779","Mallory 2006","","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"42","Global sustainable water management: a systematic qualitative review","Nuru, Hasan; Raji, Pushpalatha; Manivasagam, V. S.; Sudha, Arlikatti; Cibin, R.","Water quality and quantity decline due to anthropogenic factors and climate change, affecting 2.3 billion people in water-scarce areas, of whom 733 million reside in Asia, Africa, and Latin America. Therefore, this review paper examined sustainable global water management by focussing on four sustainable development goal (SDG #6) indicators, including water use efficiency in agriculture, integrated water management, transboundary water cooperation, and water user participation. The review covered articles from 2016 to 2023, using Scopus and Web of Science databases with specific selection criteria. A total of 216 sources were downloaded, and after data screening, 72 articles were analysed along with additional supplementary materials such as books, conference papers, and United Nations documents. The finding indicates emerging trends in sustainable water management for agriculture, including water-efficient technologies like alternate wetting and drying, drip irrigation, mulching, etc. However, careful implementation is required to address environmental concerns, prevent water pollution, minimise yield reductions, and ensure long-term sustainability. Moreover, integrated water resource management has faced challenges in practical implementation due to governance structures, economic circumstances, cooperation, and collaboration among stakeholders. While over 600 treaties aim to promote international water cooperation, only a few have been effective. In addition, out of 500 transboundary groundwater sources shared by countries, only six have dedicated treaties to govern their use. Thus, clearly defined rights, responsibilities, and sustainable management practises for each shared aquifer would foster the sustainability of these resources. Moreover, engaging communities through inclusive policies, dialogue, and empowerment is vital for sustainable water management. Investment in community education and capacity-building fosters transformative change and addresses global water management challenges, securing the future of precious water resources.",2023,"","Water Resources Management","37","13","5255-5272","","http://dx.doi.org/10.1007/s11269-023-03604-y","","#21660","Nuru 2023","Alice Gaalswyk (2024-08-25 04:32:05)(Select): paper mentions specific transboundary water cooperation in North America ;","Biophysical; Intervention; Potentially relevant",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
